Date,IHE_Open,IHE_High,IHE_Low,IHE_Close,IHE_Volume,IHE_ATRPercentOfClose20,IHE_SQN25,IHE_SQN50,IHE_SQN100,IHE_SQN200,IHE_MACD,IHE_MACD_Avg,IHE_MACD_Diff,IHE_LinReg10,IHE_LinReg30,IHE_LinReg90,IHE_LinReg270
6/14/2017, 151.32, 151.54, 150.48, 150.67, 41793, 0.987966597667349, 0.182643450902827, 0.0603799941514723, 0.902236177929417, 0, 0.161036646544318, 0.117256390814027, 0.0437802557302905, 150.773454545456, 151.133440860216, 150.539682539683, 152.923418723801
6/15/2017, 150.06, 150.66, 149.84, 150.57, 7922, 0.966753542584927, 0.0647700787244606, 0.0653886890351037, 0.977654957839402, 0, 0.120288831418748, 0.117862878934971, 0.00242595248377621, 150.727454545456, 151.090043010754, 150.411164835165, 152.901337909992
6/16/2017, 150.45, 151.37, 150.11, 151.37, 7713, 0.955181851500705, 0.0565671744740928, 0.252024127777524, 1.15372017645128, 0, 0.15081075596234, 0.124452454340445, 0.0263583016218947, 151.124363636365, 151.195913978496, 150.293746031746, 152.907131934033
6/19/2017, 151.66, 153.63, 151.66, 153.26, 20669, 0.969963349984201, 0.297742504501132, 0.379980987028224, 1.21455850039914, 0, 0.323774534382949, 0.164316870348946, 0.159457664034003, 151.845818181819, 151.556817204302, 150.290908424908, 152.97683908046
6/20/2017, 153.32, 155.69, 153.32, 154.02, 18087, 0.995804141459874, 0.372590674572743, 0.225792484468131, 1.37397723369136, 0, 0.516224508537192, 0.234698397986595, 0.281526110550597, 152.650363636365, 151.825311827958, 150.340400488401, 153.06988700565
6/21/2017, 154.37, 157.58, 154.37, 157.2, 26220, 1.04010856344954, 0.94278382632574, 0.633709160950788, 1.48946572655051, 0, 0.914796716110573, 0.370718061611391, 0.544078654499182, 154.370727272729, 152.576903225808, 150.534669108669, 153.266393676115
6/22/2017, 158.08, 160.92, 157.94, 159.76, 36424, 1.08869437196766, 2.07963447847206, 0.96563019290899, 1.75333456239268, 0, 1.42085987912552, 0.580746425114216, 0.8401134540113, 156.830545454547, 153.638494623657, 150.844390720391, 153.541903361345
6/23/2017, 159.27, 159.71, 158.63, 159.71, 6755, 1.06996006650978, 2.04777439830159, 0.977581594309391, 1.51383584397541, 0, 1.79716737289363, 0.824030614670098, 0.973136758223528, 158.874545454547, 154.688903225808, 151.186368742369, 153.807553719008
6/26/2017, 160.1, 160.5, 159.39, 159.63, 15092, 1.05173937299482, 2.00577439773436, 0.973439847452198, 1.40417171484537, 0, 2.06513287515759, 1.0722510667676, 0.992881808389992, 160.325636363638, 155.713397849463, 151.571609279609, 154.062717788918
6/27/2017, 158.65, 158.65, 155.7, 156, 9963, 1.14836345067695, 1.132731549203, 0.592363554621768, 0.962699130004362, 0, 1.96197042963612, 1.2501949393413, 0.711775490294823, 160.012727272728, 156.249204301076, 151.774522588523, 154.192794882047
6/28/2017, 156.68, 157.07, 156.05, 156.29, 57450, 1.12315223872496, 1.03490333571772, 0.846924172317699, 0.875539719491331, 0, 1.88192041756506, 1.37654003498605, 0.505380382579003, 159.47290909091, 156.755978494625, 152.001821733822, 154.328246787307
6/29/2017, 156.65, 156.8, 154.38, 155.64, 9311, 1.1491942316937, 0.873942787197009, 0.735312736609342, 0.76836984124133, 0, 1.7459049332636, 1.45041301464156, 0.29549191862204, 158.382000000001, 156.941978494625, 152.187562881563, 154.438918709678
6/30/2017, 155.7, 157.56, 154.95, 155.13, 18658, 1.17944666221729, 0.639655373558137, 0.620500605195405, 0.808069325806491, 0, 1.57875998193612, 1.47608240810047, 0.102677573835643, 156.998363636365, 157.023096774195, 152.337538461538, 154.530118095238
7/3/2017, 155.35, 156.63, 155.35, 156.34, 6104, 1.1597747388658, 0.902988739236624, 0.889358231663962, 0.770538088475802, 0, 1.52633861001928, 1.48613364848423, 0.0402049615350455, 156.205636363638, 157.222838709679, 152.556932844933, 154.656490438695
7/5/2017, 157.18, 157.18, 155.44, 156.89, 15692, 1.15337640092144, 1.16745876721286, 0.770513166328653, 0.727876860851346, 0, 1.51174820626656, 1.4912565600407, 0.0204916462258602, 155.586909090911, 157.441096774195, 152.806180708181, 154.796256151575
7/6/2017, 155.61, 155.67, 154, 154.06, 19527, 1.20962976998271, 0.48997490510109, 0.381505323098921, 0.461253798890586, 0, 1.25733409271368, 1.4444720665753, -0.187137973861618, 154.470000000001, 157.310000000001, 152.965181929182, 154.844549418605
7/7/2017, 154.08, 155, 153.92, 154.75, 13468, 1.17891944585047, 0.380305337413566, 0.257257767930627, 0.478891750574669, 0, 1.09872093716413, 1.37532184069306, -0.276600903528931, 154.274727272729, 157.262559139786, 153.115506715507, 154.912417412045
7/10/2017, 154.85, 154.85, 153.99, 154.29, 5974, 1.1511821571916, 0.260782381855897, 0.10344414799371, 0.29615725068462, 0, 0.925235177834281, 1.28530450812131, -0.360069330287025, 154.18381818182, 157.196860215055, 153.281521367521, 154.964210217264
7/11/2017, 154.81, 155.39, 154.66, 154.82, 12635, 1.12540434234232, 0.645447458379793, 0.193451539902478, 0.150779081282525, 0, 0.821048498270017, 1.19245330615105, -0.371404807881032, 154.555636363638, 157.137720430109, 153.457831501832, 155.030360860514
7/12/2017, 155.46, 156.68, 154.3, 156.24, 56601, 1.13558208696471, 0.868671605397255, 0.328618509976122, 0.329094789279516, 0, 0.843340433104061, 1.12263073154165, -0.27929029843759, 154.954363636365, 157.158838709679, 153.708957264957, 155.137050580998
7/13/2017, 156.28, 156.71, 154.52, 156.22, 9792, 1.14903455385992, 0.856556022071542, 0.448875280355232, 0.277092784320914, 0, 0.849599465431538, 1.06802447831963, -0.21842501288809, 155.391090909092, 157.227440860216, 153.919123321123, 155.240096509932
7/14/2017, 156.2, 157.19, 156.12, 156.43, 8688, 1.12431802789617, 0.729424689896517, 0.794696990730656, 0.332389795915353, 0, 0.861573357250165, 1.02673425410574, -0.16516089685557, 155.774181818183, 157.386666666668, 154.11421978022, 155.346407960199
7/17/2017, 156.68, 157.52, 155.98, 156.34, 8395, 1.11796863022008, 0.681604587738448, 0.694320976213234, 0.366239804621196, 0, 0.853956624546811, 0.992178728193951, -0.13822210364714, 155.981090909092, 157.53270967742, 154.320031746032, 155.44708496732
7/18/2017, 156.09, 156.21, 155, 156.21, 16173, 1.10584504747569, 0.769540860114057, 0.643045087315285, 0.289733613375103, 0, 0.827887029129073, 0.959320388380975, -0.131433359251902, 156.319090909093, 157.506193548388, 154.524351648352, 155.541147488192
7/19/2017, 156.68, 156.94, 156.02, 156.34, 21361, 1.07910229066693, 0.826391425995456, 0.994462356092075, 0.270544848654272, 0, 0.808397892786076, 0.929135889261995, -0.12073799647592, 156.819090909092, 157.448172043012, 154.739304029304, 155.636318629007
7/20/2017, 156.52, 158.38, 156.52, 158.35, 15772, 1.0765488444378, 1.12479980565446, 1.00727151207297, 0.297332286009801, 0, 0.944257995163639, 0.932160310442324, 0.0120976847213148, 157.477454545456, 157.6111827957, 155.031873015873, 155.786466478991
7/21/2017, 157.62, 158.64, 157.62, 158.33, 10236, 1.05506179524341, 1.13743291950881, 0.947585561029433, 0.439409460102339, 0, 1.03834487884794, 0.953397224123447, 0.0849476547244902, 158.032909090911, 157.794408602151, 155.280913308913, 155.932033915725
7/24/2017, 157.28, 158.5, 157.28, 158.05, 13207, 1.04267976804077, 0.980017774090983, 0.818956249612755, 0.287471306443058, 0, 1.07789050134878, 0.978295879568513, 0.0995946217802631, 158.204363636365, 157.914086021506, 155.570459096459, 156.065814589666
7/25/2017, 157.86, 157.86, 156.56, 156.94, 13065, 1.04502204964892, 0.555100363216243, 0.619876660697445, 0.247922138792347, 0, 1.00804287793662, 0.984245279242134, 0.0237975986944836, 157.893272727274, 157.807526881721, 155.789894993895, 156.164881630207
7/26/2017, 156.83, 156.83, 156.18, 156.32, 9452, 1.02101760778088, 0.354652763541891, 0.509359229144602, 0.152203868707987, 0, 0.892372598876534, 0.965870743169014, -0.0734981442924797, 157.536363636365, 157.569010752689, 155.94505982906, 156.243982074264
7/27/2017, 156.61, 156.61, 154.02, 154.71, 24841, 1.06376574769499, -0.369894720042885, 0.393088093571529, 0.165563847659083, 0, 0.663145199625689, 0.905325634460349, -0.24218043483466, 156.614909090911, 157.07470967742, 156.045553113553, 156.276334498835
7/28/2017, 154.45, 155.76, 154.45, 155.6, 7912, 1.04689228074934, -0.680297131610839, 0.907930409326641, 0.316476520490061, 0, 0.546991024148554, 0.83365871239799, -0.286667688249436, 156.125272727274, 156.660602150538, 156.117130647131, 156.332113984674
7/31/2017, 156.05, 156.05, 155.23, 155.29, 5378, 1.02293526267221, -0.724749114291335, 0.857254569471953, 0.227375755186058, 0, 0.425024179838573, 0.751931805886107, -0.326907626047534, 155.55581818182, 156.228043010753, 156.175614163614, 156.377837505905
8/1/2017, 155.26, 155.27, 153.61, 153.75, 10797, 1.03615633231446, -0.95002665579753, 0.646158875509438, 0.0799900499026743, 0, 0.201773527688715, 0.641900150246628, -0.440126622557913, 154.485636363638, 155.700795698925, 156.165848595849, 156.380458484764
8/2/2017, 153.3, 153.46, 152.37, 152.97, 6313, 1.0344746308994, -0.590474346901831, 0.553588752934358, -0.00784383250966059, 0, -0.037659587559034, 0.505988202685496, -0.54364779024453, 153.306181818184, 155.122086021506, 156.119619047619, 156.361757676044
8/3/2017, 152.4, 152.99, 151.55, 151.97, 6336, 1.03659541405703, -0.840810457565698, 0.319377904231166, -0.0582404942459714, 0, -0.304592545800944, 0.343872052988208, -0.648464598789152, 152.367090909093, 154.635268817205, 156.082117216117, 156.316494649012
8/4/2017, 152.29, 152.32, 151.64, 151.97, 8566, 1.00713848009828, -0.716528361800599, 0.273815901400556, 0.0820690211958415, 0, -0.510256914271935, 0.173046259536179, -0.683303173808114, 151.772000000002, 154.352860215055, 156.050034188034, 156.272045637584
8/7/2017, 151.63, 151.84, 151.44, 151.71, 199588, 0.975888821300561, -0.669993353111174, 0.115140433640782, -0.154242179750672, 0, -0.686315813623594, 0.00117384490422481, -0.687489658527819, 151.378000000002, 154.084387096775, 156.010395604396, 156.221525827815
8/8/2017, 150.4, 151.15, 148.68, 149.11, 32508, 1.04486277530369, -1.33741785364379, -0.119711044107144, -0.295645070281905, 0, -1.02383984230511, -0.203828892537642, -0.820010949767466, 150.209636363638, 153.53230107527, 155.83454945055, 156.103743464622
8/9/2017, 147.89, 149.2, 147.77, 148.88, 17236, 1.04217835843804, -1.50090459569095, -0.0230427430624537, -0.191043561452478, 0, -1.29496163295522, -0.422055440621158, -0.872906192334064, 149.264909090911, 152.776903225807, 155.633228327229, 155.982435500516
8/10/2017, 148.71, 149.08, 147.35, 147.59, 37438, 1.05733137952465, -1.35796392273832, -0.342355372854689, -0.368583116009818, 0, -1.59552757568159, -0.656749867633244, -0.938777708048343, 147.958363636365, 151.923096774194, 155.365028083028, 155.830268228504
8/11/2017, 147.64, 148.64, 147.27, 148.15, 42176, 1.04690490306339, -1.3856007573539, -0.45561432185031, -0.0810196795815665, 0, -1.76815869803778, -0.879031633714151, -0.889127064323629, 147.411636363638, 151.153139784947, 155.120253968254, 155.695729367407
8/14/2017, 149.2, 149.67, 148.88, 148.94, 34120, 1.0403116242742, -1.0929646753226, -0.403506745674892, -0.031596419346591, 0, -1.82024110218538, -1.0672735274084, -0.752967574776982, 147.482181818184, 150.497741935485, 154.896002442003, 155.584196029777
8/15/2017, 148.92, 149.51, 148.66, 149.14, 6289, 1.01546743096037, -1.16802441016719, -0.153367720196506, -0.0263900375374031, 0, -1.82434850028184, -1.21868852198309, -0.605659978298758, 147.660181818184, 149.988322580646, 154.698280830281, 155.480031847134
8/16/2017, 149.38, 150.2, 149.38, 149.8, 6222, 0.995824245799449, -1.37445349827387, -0.0509280000468752, 0.0283004212186072, 0, -1.75412667827439, -1.32577615324135, -0.428350525033043, 148.161636363638, 149.645763440861, 154.576065934066, 155.394640812707
8/17/2017, 149.54, 150.53, 148.06, 148.06, 39988, 1.04056293678049, -1.67255686526924, -0.263264428681652, -0.332329862135618, 0, -1.81792295244776, -1.42420551308263, -0.39371743936513, 148.034909090911, 148.939505376345, 154.368586080586, 155.267310723669
8/18/2017, 147.55, 148.53, 147.29, 147.56, 12409, 1.03390119950348, -1.83165347752165, -0.456720707393644, -0.395060429569743, 0, -1.88707475754148, -1.5167793619744, -0.370295395567084, 147.948727272729, 148.254516129033, 154.127619047619, 155.130126572327
8/21/2017, 147.45, 147.92, 146.65, 147.38, 19843, 1.02649164030938, -1.85378852931284, -0.506030673995514, -0.423448402126193, 0, -1.93410737113294, -1.60024496380611, -0.333862407326831, 147.988909090911, 147.562408602151, 153.878153846154, 154.991294254659
8/22/2017, 147.51, 149.37, 147.51, 149.25, 14992, 1.02961555143288, -1.29147337441821, -0.193725021863186, -0.169877735003621, 0, -1.7997413860991, -1.64014424826471, -0.159597137834394, 148.391272727275, 147.187483870968, 153.712266178266, 154.90132505176
8/23/2017, 149.07, 149.44, 148.65, 148.87, 9377, 1.0071647410411, -1.39249946556219, -0.210371338127228, -0.137017732806772, 0, -1.70427240766972, -1.65296988014571, -0.0513025275240104, 148.608727272729, 146.89494623656, 153.52064957265, 154.803832462319
8/24/2017, 149.02, 150.54, 149.02, 150.21, 18127, 1.00385982457126, -1.57011401234108, -0.0237975712189247, 0.0234287215759164, 0, -1.50315828032285, -1.62300756018114, 0.119849279858287, 149.031636363638, 146.818645161291, 153.345755799756, 154.740849169535
8/25/2017, 150.51, 151.05, 149.93, 149.93, 4447, 0.992798606258969, -1.62530305946885, -0.0445032981228602, 0.0115798147573171, 0, -1.35079640527533, -1.56856532919998, 0.217768923924644, 149.326909090911, 146.75959139785, 153.165924297924, 154.672286031042
8/28/2017, 149.9, 151.19, 149.9, 151.14, 11388, 0.978283580022408, -1.27176897913352, 0.00306610821351709, 0.172555471878493, 0, -1.1195066580982, -1.47875359497962, 0.359246936881419, 150.101090909093, 146.890000000001, 153.050769230769, 154.634092004381
8/29/2017, 150.48, 152.13, 150.29, 151.83, 22354, 0.985739914841319, -0.934583897608873, -0.135633741970471, 0.164414811634595, 0, -0.870496096542354, -1.35710209529217, 0.486605998749815, 151.033636363638, 147.132838709678, 152.936417582418, 154.61303513455
8/30/2017, 152.04, 152.62, 151.66, 152.15, 158509, 0.966031197547418, -0.75926354263398, -0.186192233739319, 0.017939917971696, 0, -0.639955102770188, -1.21367269678777, 0.573717594017585, 152.062000000002, 147.453204301076, 152.87126007326, 154.599875962361
8/31/2017, 152.7, 155.33, 152.7, 155.03, 43634, 1.00324172335353, 0.072814188395623, -0.218724305376404, 0.294989150502435, 0, -0.222295291663556, -1.01539721576293, 0.793101924099373, 153.609090909093, 148.300021505377, 152.945321123321, 154.654817554241
9/1/2017, 155.21, 155.5, 154.67, 155.15, 8180, 0.979090790544137, -0.0567685892119535, -0.517436339891058, 0.358705129706839, 0, 0.117036985319288, -0.788910375546486, 0.905947360865774, 154.717454545456, 149.182150537635, 153.063670329671, 154.711311521058
9/5/2017, 154.82, 155.17, 153.41, 154.34, 19639, 0.992034724279361, -0.140250270690708, -0.606489994440496, 0.305093538018063, 0, 0.316946467453192, -0.56773900694655, 0.884685474399743, 155.096000000002, 149.96335483871, 153.167181929182, 154.747626418989
9/6/2017, 154.75, 155.36, 154.1, 154.7, 11897, 0.980963848597369, 0.184039712602824, -0.553157184630389, 0.337422359068039, 0, 0.498676728755214, -0.354455859806197, 0.853132588561411, 155.593272727275, 150.740172043011, 153.278554334554, 154.791419148647
9/7/2017, 154.83, 157.06, 154.83, 156.62, 24024, 0.995832920502569, 0.629828323334117, 0.103543723594161, 0.525765863868185, 0, 0.788537455088658, -0.125857196827226, 0.914394651915884, 156.380545454547, 151.733720430108, 153.474805860806, 154.878460142492
9/8/2017, 156.35, 157.37, 156.35, 156.94, 5713, 0.976608795773268, 0.868985666807758, 0.107159053304565, 0.719974341290763, 0, 1.03217719845426, 0.105749682229072, 0.926427516225192, 157.123636363638, 152.658602150538, 153.657323565324, 154.97095674706
9/11/2017, 157.85, 158.11, 157.01, 158.06, 25560, 0.958215457346729, 1.04646014979399, 0.327892294400885, 0.774984806462472, 0, 1.30064506350195, 0.344728758483647, 0.9559163050183, 157.830545454547, 153.770537634409, 153.824896214896, 155.087000985222
9/12/2017, 157.84, 158.81, 157.84, 158.15, 6205, 0.940453736508459, 1.10987320218811, 0.404287318887458, 0.735739301282358, 0, 1.5033404556219, 0.576451097911296, 0.926889357710599, 158.367090909093, 154.85735483871, 154.008354090354, 155.202648051948
9/13/2017, 157.94, 158.26, 157.29, 157.46, 4660, 0.928147596261731, 1.63906908293244, 0.166476937737258, 0.790913571252868, 0, 1.58997256676292, 0.779155391681622, 0.810817175081302, 158.420909090911, 155.735505376345, 154.163247863248, 155.300329352851
9/14/2017, 157.18, 158.25, 156.95, 157.55, 11907, 0.922493268689328, 1.71070803887183, 0.108443515327159, 0.660383043061676, 0, 1.64690686960262, 0.952705687265821, 0.694201182336796, 158.262727272729, 156.549139784947, 154.259753357754, 155.397975623691
9/15/2017, 157.09, 157.13, 156.51, 156.8, 6275, 0.913723684680507, 1.88822827118035, 0.396475542368763, 0.542945035528513, 0, 1.61291628784338, 1.08474780738133, 0.528168480462044, 158.126909090911, 157.171397849463, 154.355863247864, 155.476868369845
9/18/2017, 157.3, 158, 156.43, 156.98, 73930, 0.917048541661411, 1.80684396477553, 0.327247080599844, 0.402667766646254, 0, 1.58226365213065, 1.1842509763312, 0.398012675799454, 157.980727272729, 157.785333333334, 154.465631257631, 155.558083798883
9/19/2017, 157.06, 157.06, 155.96, 156.18, 20277, 0.910874414563375, 1.45576386185431, 0.281013323831031, 0.252763717331294, 0, 1.47639889592119, 1.2426805602492, 0.233718335671998, 157.296363636366, 158.248107526882, 154.554224664225, 155.619966236955
9/20/2017, 156.25, 156.26, 155.09, 156.12, 9279, 0.903134433533067, 1.4003226537222, 0.200727992601938, 0.275515556573681, 0, 1.37184503967822, 1.268513456135, 0.10333158354322, 156.562909090911, 158.501096774194, 154.649636141636, 155.679211341145
9/21/2017, 156.03, 157.05, 155.76, 156.14, 7368, 0.899176894934183, 1.2729771038878, 0.0093111104089196, 0.269626230183591, 0, 1.27589150513253, 1.26998906593451, 0.00590243919802735, 156.142909090911, 158.696064516129, 154.750283272283, 155.737627454513
9/22/2017, 155.77, 155.84, 155.22, 155.8, 5583, 0.885607229501105, 1.69258819847938, -0.0348942796302817, 0.338566515665365, 0, 1.15905165322198, 1.247801583392, -0.0887499301700223, 155.695636363638, 158.715053763441, 154.819553113553, 155.787429912093
9/25/2017, 155.59, 156.89, 155.59, 156.26, 9725, 0.880447498006262, 1.93273247502913, -0.000214278428560089, 0.624111987544759, 0, 1.09099704955167, 1.21644067662394, -0.125443627072262, 155.693454545456, 158.776774193549, 154.836661782662, 155.846078143361
9/26/2017, 156.2, 156.2, 154.43, 154.56, 8978, 0.904825244154603, 1.48409019881412, -0.216312682912136, 0.403636907952687, 0, 0.889632365199674, 1.15107901433908, -0.26144664913941, 155.220181818183, 158.623139784947, 154.77590964591, 155.867032258065
9/27/2017, 154.83, 156.49, 154.83, 156.14, 3153, 0.912689254833538, 1.44078953662066, 0.0151740005752567, 0.505021214878222, 0, 0.847769636830463, 1.09041713883736, -0.242647502006896, 155.350545454547, 158.647053763441, 154.782434676435, 155.921170145478
9/28/2017, 155.28, 155.76, 154.73, 154.95, 7855, 0.919212231282499, 1.23878254287174, -0.156295049369284, 0.642321084968679, 0, 0.710381235551665, 1.01440995818022, -0.304028722628556, 155.15981818182, 158.518817204301, 154.730974358975, 155.948920241211
9/29/2017, 155.02, 156.36, 155.02, 156.36, 5078, 0.910465198742404, 1.24094497649202, -0.236531038364731, 0.60742603890053, 0, 0.707123870042068, 0.95295274055259, -0.245828870510522, 155.448000000002, 158.420258064517, 154.757592185592, 156.005790273556
10/2/2017, 156.51, 159.51, 156.51, 159.51, 18934, 0.946600975183963, 1.68383914123046, 0.167583266583944, 0.806452598882515, 0, 0.947795462648003, 0.951921284971673, -0.00412582232367009, 156.884363636365, 158.634494623656, 154.925343101343, 156.127626287942
10/3/2017, 160, 160, 157.89, 158.76, 9585, 0.969971689808607, 1.33389001532132, 0.111332043162113, 0.673051914779899, 0, 1.06572567950286, 0.974682163877911, 0.0910435156249509, 157.763636363638, 158.66447311828, 155.077054945055, 156.231438412786
10/4/2017, 159.61, 161.2, 159.54, 160.26, 8990, 0.988974605018805, 1.43989496422263, 0.421498949408131, 0.740641667139992, 0, 1.26563424621816, 1.03287258034596, 0.232761665872196, 159.008363636365, 158.936021505377, 155.275523809524, 156.364399541885
10/5/2017, 160.82, 160.99, 160.23, 160.77, 8070, 0.960181729739989, 1.46765683313673, 0.557358468839001, 0.752518074134116, 0, 1.44851834553958, 1.11600173338468, 0.332516612154898, 160.207454545456, 159.175913978495, 155.465277167277, 156.505364853195
10/6/2017, 160.46, 160.93, 159.76, 160.14, 13229, 0.952291718844656, 0.958458248511385, 0.690363954593472, 0.753752717343119, 0, 1.52503986671121, 1.19780936004999, 0.327230506661221, 160.868363636365, 159.348430107527, 155.65065934066, 156.630702953902
10/9/2017, 160.62, 160.62, 158.79, 158.81, 53856, 0.969869630772585, 0.670424563196027, 0.415680329467853, 0.940219285366874, 0, 1.46151638766662, 1.25055076557332, 0.210965622093304, 160.925090909092, 159.269462365592, 155.80412942613, 156.726450436162
10/10/2017, 159.23, 159.23, 158, 158.97, 11524, 0.959135347926303, 0.858124346352781, 0.473387201851841, 0.944642270087061, 0, 1.40785535550731, 1.28201168356011, 0.125843671947194, 160.558000000001, 159.234172043011, 155.968217338218, 156.823614861329
10/11/2017, 159.27, 159.83, 159.15, 159.28, 8133, 0.936401675959645, 0.847500257664533, 0.714301284480425, 0.959680695487579, 0, 1.37449864534824, 1.30050907591774, 0.0739895694305002, 160.373454545456, 159.233698924732, 156.097196581197, 156.925200973791
10/12/2017, 158.55, 159.15, 158.25, 158.45, 9653, 0.926743805613819, 0.360966753395184, 0.71139838278679, 0.889584556230308, 0, 1.26648984228515, 1.29370522919122, -0.0272153869060687, 159.49290909091, 159.101182795699, 156.179557997558, 157.008135671435
10/13/2017, 158.58, 158.58, 157.88, 157.88, 7312, 0.905753915629176, 0.192801393514802, 0.773704238025881, 0.758327684072292, 0, 1.12196454253731, 1.25935709186044, -0.137392549323128, 158.506545454547, 159.047698924732, 156.232476190476, 157.078052383128
10/16/2017, 157.66, 159, 156.69, 156.99, 25890, 0.93891589776137, -0.18494094928765, 0.658140858257249, 0.647958891975536, 0, 0.924949398375475, 1.19247555316345, -0.267526154787973, 157.75981818182, 158.870903225807, 156.265536019536, 157.128859296482
10/17/2017, 156.81, 157.98, 156.48, 157.77, 6618, 0.935097841478606, -0.0536914740257636, 0.786335758297154, 0.620597245053997, 0, 0.822274292284277, 1.11843530098761, -0.296161008703336, 157.270000000001, 158.727204301076, 156.333860805861, 157.194134328358
10/18/2017, 158.9, 158.9, 157.44, 157.6, 20738, 0.935620984312029, 0.0431206049177618, 1.17192123896908, 0.659065017738308, 0.602510941412068, 0.718898932329267, 1.03852802725594, -0.319629094926677, 157.075454545456, 158.563806451613, 156.375299145299, 157.254790404414
10/19/2017, 156.79, 158.7, 156.79, 158.64, 10786, 0.943212139253637, 0.217618181280822, 1.33447139278603, 0.842678879521856, 0.530106946115503, 0.712677223733976, 0.973357866551551, -0.260680642817574, 157.487272727274, 158.641655913979, 156.452146520147, 157.334712968834
10/20/2017, 159.08, 159.08, 158.52, 158.68, 4228, 0.913471231929903, 0.367518935698232, 1.55160914879569, 0.724723552187562, 0.515768315194736, 0.702871871145248, 0.91926066747029, -0.216388796325042, 157.903090909092, 158.73288172043, 156.519531135531, 157.413917705013
10/23/2017, 158.99, 159.04, 157.14, 157.14, 7632, 0.936757886779339, 0.0464013596498998, 1.23571188715051, 0.461893360290973, 0.473630554860417, 0.564330676141054, 0.848274669204443, -0.283943993063389, 157.600545454547, 158.692150537634, 156.511509157509, 157.461666188427
10/24/2017, 157.41, 157.5, 155.6, 156.08, 13992, 0.956830007765761, -0.000151266951151152, 0.97859566491348, 0.33697484532994, 0.369926237369948, 0.36479748146661, 0.751579231656877, -0.386781750190267, 157.05490909091, 158.528860215054, 156.470117216117, 157.48794222117
10/25/2017, 155.81, 155.95, 154.22, 155.44, 15410, 0.972561285585924, -0.103579709213021, 0.863288209058555, 0.461617365865606, 0.372616942992044, 0.153256688129488, 0.631914722951399, -0.478658034821911, 156.507818181819, 158.251720430108, 156.439299145299, 157.501308569017
10/26/2017, 153.67, 154.48, 152.08, 152.36, 14152, 1.05287595116764, -0.580512471465136, 0.344713680093792, 0.202844311818383, 0.385570590519838, -0.259924921329855, 0.453546794095148, -0.713471715425003, 154.940181818183, 157.602817204301, 156.289140415141, 157.455235042735
10/27/2017, 152.1, 152.38, 151.29, 151.85, 39007, 1.03948219245247, -0.608441557707487, 0.511880359387707, 0.153840806878174, 0.354887317084247, -0.621364359837003, 0.238564563308718, -0.859928923145721, 153.414545454547, 156.872688172043, 156.188571428571, 157.400069470004
10/30/2017, 151.88, 152.73, 150.11, 150.8, 46737, 1.08125399454716, -0.84623649916679, 0.440647432568667, -0.0314362375375196, 0.284047712756585, -0.981223015535306, -0.00539295246008686, -0.975830063075219, 151.677090909092, 156.053268817204, 156.102913308913, 157.32574709501
10/31/2017, 151.7, 152.03, 150.45, 150.65, 7666, 1.08065348329788, -0.622816160773815, 0.445000549360857, -0.0641732057274948, 0.385963223469391, -1.26394734104784, -0.257103830177637, -1.0068435108702, 150.381454545456, 155.20135483871, 156.016151404152, 157.249698939291
11/1/2017, 151.11, 152.46, 150.75, 151.85, 11178, 1.07810618963375, -0.689463972713772, 0.361084027087469, 0.0976385608590494, 0.405693083063104, -1.37532454945739, -0.480747974033588, -0.894576575423801, 149.854727272728, 154.533376344086, 155.986703296703, 157.197375033533
11/2/2017, 151.74, 151.74, 149.95, 150.59, 15832, 1.09585565874952, -0.704568881108778, 0.246365299671826, 0.0104541408155422, 0.416264273740141, -1.54742550135143, -0.694083479497156, -0.853342021854271, 149.414363636365, 153.73440860215, 155.827211233211, 157.1221884135
11/3/2017, 150.55, 152.42, 150.37, 152.42, 9894, 1.09581195688582, -0.613139849831352, 0.303205044408148, 0.186544082159776, 0.552346538587881, -1.51864504484271, -0.858995792566267, -0.659649252276447, 150.053272727274, 153.180774193548, 155.75811965812, 157.082242551885
11/6/2017, 153.05, 153.05, 152.2, 152.21, 44206, 1.07037957785368, -1.35855026122981, 0.312528481180147, 0.177407877127579, 0.585595320214919, -1.49554189464538, -0.986305012982091, -0.509236881663294, 150.653090909092, 152.652967741935, 155.668239316239, 157.038937622256
11/7/2017, 152.3, 152.3, 149.63, 149.83, 15241, 1.12211407440335, -1.56446966576441, -0.132656606758312, -0.0883388335838018, 0.538074265273342, -1.65025547332672, -1.11909510505102, -0.531160368275706, 150.487636363637, 151.735978494623, 155.465504273504, 156.952253229974
11/8/2017, 149.54, 150.89, 148.66, 150.56, 11106, 1.13489661383808, -1.74784739589991, -0.126957175473984, -0.185772228529926, 0.52656600223713, -1.69442986718445, -1.2341620574777, -0.460267809706749, 150.787272727274, 151.047462365591, 155.325450549451, 156.880284178188
11/9/2017, 149.81, 150.33, 149.37, 150.31, 17340, 1.11952985477006, -1.90979342863176, -0.196218605263206, -0.27018509053897, 0.564776695346605, -1.72967271288857, -1.33326418855988, -0.396408524328694, 150.650727272728, 150.283892473118, 155.190925518926, 156.804788821714
11/10/2017, 150.3, 150.78, 150.14, 150.76, 8573, 1.08160457579573, -1.69176781938419, -0.521650086001384, -0.512326546555431, 0.533236755597599, -1.70167582319363, -1.40694651548663, -0.294729307706997, 150.679454545456, 149.701354838709, 155.018002442003, 156.738597461355
