Date,LQD_Open,LQD_High,LQD_Low,LQD_Close,LQD_Volume,LQD_ATRPercentOfClose20,LQD_SQN25,LQD_SQN50,LQD_SQN100,LQD_SQN200,LQD_MACD,LQD_MACD_Avg,LQD_MACD_Diff,LQD_LinReg10,LQD_LinReg30,LQD_LinReg90,LQD_LinReg270
1/24/2017, 117.67, 117.76, 117.34, 117.51, 5129798, 0, 0, 0, 0, 0, 0.0598835077367283, 0.102814811780227, -0.0429313040434987, 117.440545454546, 117.6145, 117.6145, 117.6145
1/25/2017, 117.17, 117.25, 116.86, 117.06, 5886426, 0, 0, 0, 0, 0, 0.00955300795909864, 0.0841624510160014, -0.0746094430569028, 117.234181818182, 117.473823529412, 117.473823529412, 117.473823529412
1/26/2017, 117.06, 117.25, 116.82, 117.2, 4033161, 0, 0, 0, 0, 0, -0.018820494806377, 0.0635658618515257, -0.0823863566579028, 117.155272727273, 117.390980392157, 117.390980392157, 117.390980392157
1/27/2017, 117.35, 117.42, 117.22, 117.34, 3816741, 0, 0, 0, 0, 0, -0.0296678773741235, 0.0449191140063959, -0.0745869913805193, 117.168, 117.352631578947, 117.352631578947, 117.352631578947
1/30/2017, 117.29, 117.34, 117.1, 117.14, 3650995, 0, 0, 0, 0, 0, -0.0537828594158043, 0.0251787193219558, -0.0789615787377601, 117.100727272727, 117.282736842105, 117.282736842105, 117.282736842105
1/31/2017, 117.18, 117.56, 117.08, 117.35, 4982506, 0, 0, 0, 0, 0, -0.0553113170334711, 0.00908071205087044, -0.0643920290843416, 117.242909090909, 117.264142857143, 117.264142857143, 117.264142857143
2/1/2017, 116.78, 117.05, 116.53, 116.89, 3626928, 0, 0, 0, 0, 0, -0.09257365485891, -0.0112501613310856, -0.0813234935278244, 117.121454545455, 117.167575757576, 117.167575757576, 117.167575757576
2/2/2017, 117.14, 117.29, 116.88, 116.92, 7145589, 0.471915626069109, 0, 0, 0, 0, -0.118319661361909, -0.0326640613372503, -0.0856556000246586, 116.964181818182, 117.091422924901, 117.091422924901, 117.091422924901
2/3/2017, 117.26, 117.43, 116.8, 117.05, 5243246, 0.474733500640754, 0, 0, 0, 0, -0.126772291398595, -0.0514857073495192, -0.0752865840490757, 116.904181818182, 117.048260869565, 117.048260869565, 117.048260869565
2/6/2017, 117.43, 117.53, 117.17, 117.42, 4494455, 0.470015145950436, 0, 0, 0, 0, -0.102434354345874, -0.0616754367487902, -0.0407589175970839, 117.094727272727, 117.069833333333, 117.069833333333, 117.069833333333
2/7/2017, 117.42, 117.83, 117.29, 117.62, 3228959, 0.468710419279248, 0, 0, 0, 0, -0.0662444110214295, -0.0625892316033181, -0.00365517941811146, 117.308363636364, 117.119384615385, 117.119384615385, 117.119384615385
2/8/2017, 118.01, 118.14, 117.84, 118.03, 6287234, 0.465756447850918, 0.411838835324234, 0, 0, 0, -0.00442899205188496, -0.0509571836930314, 0.0465281916411465, 117.567636363636, 117.222735042735, 117.222735042735, 117.222735042735
2/9/2017, 117.91, 117.91, 117.48, 117.56, 4692823, 0.467629906965394, -0.0559011075623904, 0, 0, 0, 0.00655948710718235, -0.0394538495329887, 0.046013336640171, 117.639636363636, 117.247830687831, 117.247830687831, 117.247830687831
2/10/2017, 117.35, 117.62, 117.26, 117.53, 4881558, 0.459677046453749, -0.433681781885109, 0, 0, 0, 0.0127007800425503, -0.0290229236178809, 0.0417237036604312, 117.709636363636, 117.266231527094, 117.266231527094, 117.266231527094
2/13/2017, 117.41, 117.48, 117.26, 117.48, 3723545, 0.448370370328768, -0.119529742623082, 0, 0, 0, 0.0133789921139282, -0.0205425404715191, 0.0339215325854473, 117.712, 117.276275862069, 117.276275862069, 117.276275862069
2/14/2017, 117.52, 117.52, 116.81, 117.2, 4404209, 0.457259586611881, -0.426438510704326, 0, 0, 0, -0.00857829463485871, -0.018149691304187, 0.00957139666932829, 117.641090909091, 117.249956989247, 117.249956989247, 117.249956989247
2/15/2017, 116.95, 117.11, 116.87, 117.11, 3632699, 0.448819762388923, -0.438609826638748, 0, 0, 0, -0.0328630259094354, -0.0210923582252367, -0.0117706676841987, 117.455272727273, 117.179677419355, 117.215705645161, 117.215705645161
2/16/2017, 117.32, 117.57, 117.21, 117.44, 4037734, 0.44476514181453, -0.342036960087465, 0, 0, 0, -0.0251902310287306, -0.0219119327859355, -0.00327829824279517, 117.377454545455, 117.179032258065, 117.224715909091, 117.224715909091
2/17/2017, 117.86, 117.87, 117.63, 117.74, 3104823, 0.43971086582269, -0.155379577998856, 0, 0, 0, 0.00503991004337934, -0.0165215642200725, 0.0215614742634518, 117.400909090909, 117.26, 117.267825311943, 117.267825311943
2/21/2017, 117.57, 117.92, 117.5, 117.79, 3656173, 0.435376343279271, 0.0131080294345161, 0, 0, 0, 0.0326556626207406, -0.00668611885190988, 0.0393417814726505, 117.478, 117.309655913978, 117.312504201681, 117.312504201681
2/22/2017, 118.05, 118.17, 117.54, 117.88, 4259136, 0.44001383187243, -0.244440355469263, 0, 0, 0, 0.0610992788836597, 0.00687096069520404, 0.0542283181884557, 117.606, 117.385419354839, 117.362904761905, 117.362904761905
2/23/2017, 118.16, 118.21, 118.05, 118.18, 4247898, 0.430913766932357, 0.466011664297189, 0, 0, 0, 0.106619499273336, 0.0268206684108304, 0.0797988308625054, 117.905454545455, 117.494838709677, 117.440690690691, 117.440690690691
2/24/2017, 118.62, 118.87, 118.44, 118.78, 5388864, 0.436345508732637, 1.12494957601421, 0, 0, 0, 0.188931700441614, 0.0592428748169872, 0.129688825624627, 118.31, 117.690258064516, 117.573755334282, 117.573755334282
2/27/2017, 118.76, 118.76, 118.46, 118.5, 5083369, 0.429009818994933, 0.781738105643824, 0, 0, 0, 0.228932066594069, 0.0931807131724036, 0.135751353421666, 118.545272727273, 117.84464516129, 117.666639676113, 117.666639676113
2/28/2017, 118.62, 118.78, 118.5, 118.58, 4290564, 0.419090743576949, 0.505902929624753, 0, 0, 0, 0.264044238746635, 0.12735341828725, 0.136690820459385, 118.745272727273, 117.990086021505, 117.75932051282, 117.75932051282
3/1/2017, 117.61, 117.62, 117.39, 117.56, 6524606, 0.452203056776853, 0.0363472230528517, 0, 0, 0, 0.207177202812076, 0.143318175192215, 0.063859027619861, 118.476909090909, 118.034946236559, 117.745804878049, 117.745804878049
3/2/2017, 117.45, 117.48, 117.25, 117.38, 4687914, 0.443456651788657, 0.198944943228333, 0, 0, 0, 0.145903289156067, 0.143835197984986, 0.00206809117108125, 118.108727272728, 118.009677419355, 117.716411149826, 117.716411149826
3/3/2017, 117.52, 117.53, 117.13, 117.5, 4926300, 0.437874848490255, 0.186904580299207, 0, 0, 0, 0.105806595674508, 0.13622947752289, -0.0304228818483818, 117.833272727273, 117.973806451613, 117.700376522702, 117.700376522702
3/6/2017, 117.48, 117.5, 117.21, 117.29, 3464402, 0.429088413016666, -0.022661779206634, 0, 0, 0, 0.0564338974120489, 0.120270361500722, -0.063836464088673, 117.542, 117.922774193549, 117.666701902748, 117.666701902748
3/7/2017, 117.01, 117.13, 116.6, 116.71, 5999583, 0.439220212189089, -0.2374645303495, 0, 0, 0, -0.0291593436472795, 0.0903844204711216, -0.119543764118401, 117.084909090909, 117.834344086022, 117.584636363636, 117.584636363636
3/8/2017, 116.48, 116.48, 116.16, 116.35, 7933305, 0.442185830823886, -0.557515309795708, 0, 0, 0, -0.124605223751914, 0.0473864916265145, -0.171991715378428, 116.580363636364, 117.684322580645, 117.477826086956, 117.477826086956
3/9/2017, 115.99, 116.02, 115.66, 115.72, 5497163, 0.452176852277403, -0.638578538014821, 0, 0, 0, -0.248221167152948, -0.0117350401293781, -0.23648612702357, 116.001636363637, 117.431849462366, 117.325929694727, 117.325929694727
3/10/2017, 116.07, 116.07, 115.76, 116.01, 4789093, 0.443579088684286, -0.486249308929342, 0, 0, 0, -0.319108630875661, -0.0732097582786347, -0.245898872597026, 115.777272727273, 117.234150537635, 117.209042553191, 117.209042553191
3/13/2017, 115.9, 116, 115.62, 115.62, 3171616, 0.439687161168923, -0.759397384840864, 0, 0, 0, -0.402121787571517, -0.138992164137211, -0.263129623434306, 115.513272727273, 117.003978494624, 117.069073129252, 117.069073129252
3/14/2017, 115.71, 115.8, 115.63, 115.72, 3598469, 0.425119236913526, -0.924089150884282, 0, 0, 0, -0.454600793101648, -0.202113889930098, -0.252486903171549, 115.45690909091, 116.784258064516, 116.94692244898, 116.94692244898
3/15/2017, 116.04, 116.81, 115.91, 116.72, 7841914, 0.447096111984678, -0.418593150214324, 0, 0, 0, -0.410764107484482, -0.243843933440975, -0.166920174043507, 115.698000000001, 116.714580645162, 116.910941176471, 116.910941176471
3/16/2017, 116.73, 116.74, 116.5, 116.55, 3116974, 0.435656844970476, -0.709285327922771, -0.250791276125108, 0, 0, -0.38529930698688, -0.272135008150156, -0.113164298836724, 115.890181818182, 116.596731182796, 116.864607843137, 116.864607843137
3/17/2017, 116.75, 116.92, 116.68, 116.82, 4440476, 0.428753766625951, -0.354104422530664, -0.298556320822122, 0, 0, -0.339418915634212, -0.285591789646967, -0.0538271259872448, 116.24490909091, 116.517333333334, 116.841690856313, 116.841690856313
3/20/2017, 116.86, 117.13, 116.82, 117.1, 2939587, 0.419578687159534, -0.199513769925299, -0.433056662408341, 0, 0, -0.277268535906231, -0.28392713889882, 0.0066586029925893, 116.691454545455, 116.482774193549, 116.840985324948, 116.840985324948
3/21/2017, 117.1, 117.47, 117.03, 117.38, 5032340, 0.416391472593818, -0.0390524153673267, -0.104915826217997, 0, 0, -0.20307928072441, -0.267757567263938, 0.0646782865395283, 117.129090909092, 116.508086021506, 116.86068013468, 116.86068013468
3/22/2017, 117.71, 117.8, 117.47, 117.68, 3905815, 0.412408476380092, 0.238933665857764, -0.0781902406417553, 0, 0, -0.118707878166305, -0.237947629444411, 0.119239751278107, 117.561818181819, 116.585053763441, 116.900551948052, 116.900551948052
3/23/2017, 117.76, 117.78, 117.45, 117.6, 4504918, 0.406085187290721, 0.243953369226893, -0.0819711725138167, 0, 0, -0.0576338974935311, -0.201884883054235, 0.144250985560704, 117.768363636364, 116.678817204301, 116.93257518797, 116.93257518797
3/24/2017, 117.52, 117.82, 117.52, 117.72, 3158345, 0.398129775094455, 0.144238899623448, -0.104391562178451, 0, 0, 0.000445533489340733, -0.16141879974552, 0.161864333234861, 117.971818181819, 116.759247311828, 116.971016333938, 116.971016333938
3/27/2017, 118.09, 118.09, 117.8, 117.97, 3492089, 0.393103715079371, 0.120113382320082, -0.0071532631792634, 0, 0, 0.065887303820773, -0.115957579032262, 0.181844882853035, 118.090363636364, 116.868365591398, 117.024114552893, 117.024114552893
3/28/2017, 117.93, 118.09, 117.69, 117.72, 4834914, 0.391231082267395, -0.0248402729543269, -0.0109019103289028, 0, 0, 0.0964654736950195, -0.0734729684868053, 0.169938442181825, 118.014363636364, 116.93959139785, 117.057711864407, 117.057711864407
3/29/2017, 117.92, 118.1, 117.82, 118.1, 3457068, 0.386561700713732, 0.112979330686325, -0.0596617966003041, 0, 0, 0.149636797970331, -0.0288510151953781, 0.178487813165709, 118.160545454546, 117.038817204301, 117.114196721311, 117.114196721311
3/30/2017, 117.93, 118.04, 117.74, 117.79, 2667698, 0.383481535033341, -0.175355670816001, 0.119993189315311, 0, 0, 0.164860635531113, 0.00989131494992013, 0.154969320581193, 118.090363636364, 117.086903225807, 117.147752511898, 117.147752511898
3/31/2017, 117.87, 117.94, 117.79, 117.91, 5772316, 0.37029747698243, -0.419259444467088, 0.326632636619674, 0, 0, 0.184482039482944, 0.0448094598565249, 0.139672579626419, 118.048000000001, 117.16782795699, 117.18708141321, 117.18708141321
4/3/2017, 117.64, 118.12, 117.61, 118.12, 3713723, 0.372745400740335, -0.178581608480702, 0.326082276195401, 0, 0, 0.214504711644821, 0.0787485102141842, 0.135756201430637, 118.074727272728, 117.292365591398, 117.237351190476, 117.237351190476
4/4/2017, 117.99, 118.03, 117.81, 117.81, 3016295, 0.368196692968984, -0.367642737141297, -0.00934811624341955, 0, 0, 0.210852905371141, 0.105169389245575, 0.105683516125565, 117.994727272728, 117.378451612904, 117.266048076923, 117.266048076923
4/5/2017, 117.88, 118.07, 117.7, 117.96, 6753900, 0.365025345699747, 0.232322933258606, 0.191980838334071, 0, 0, 0.21755473344308, 0.127646458085076, 0.0899082753580038, 118.003090909092, 117.489440860216, 117.302293706294, 117.302293706294
4/6/2017, 118.08, 118.12, 117.81, 118.07, 2012595, 0.359578811635513, 0.39744172827461, 0.42528983753132, 0, 0, 0.229101125995825, 0.147937391667226, 0.0811637343285991, 118.018181818183, 117.633870967742, 117.343206693804, 117.343206693804
4/7/2017, 118.34, 118.44, 117.75, 117.78, 2121697, 0.371732864453343, 0.163830524195946, 0.247297129692885, 0, 0, 0.212402702770817, 0.160830453887944, 0.0515722488828723, 117.931454545456, 117.782215053764, 117.365118525022, 117.365118525022
4/10/2017, 117.99, 118.15, 117.91, 118, 2766170, 0.368165779123297, 0.404566244795571, 0.278990776109025, 0, 0, 0.214449206480339, 0.171554204406423, 0.0428950020739155, 117.967454545456, 117.946258064517, 117.398606138107, 117.398606138107
4/11/2017, 118.26, 118.62, 118.26, 118.55, 3534177, 0.374284131925109, 1.06226563094021, 0.572987604581927, 0, 0, 0.257483370851261, 0.188740037695391, 0.0687433331558705, 118.141818181819, 118.188645161291, 117.461643892339, 117.461643892339
4/12/2017, 118.81, 118.94, 118.51, 118.94, 2886251, 0.372480365291202, 1.52113376869127, 0.638537778134418, 0, 0, 0.319376424180618, 0.214867314992436, 0.104509109188182, 118.481636363638, 118.41270967742, 117.543408450704, 117.543408450704
4/13/2017, 119.06, 119.21, 118.89, 119.14, 3286749, 0.366691907968346, 2.23761896025716, 0.916125725829473, 0, 0, 0.380182931214364, 0.247930438236822, 0.132252492977542, 118.782727272729, 118.641247311828, 117.632241784037, 117.632241784037
4/17/2017, 119.19, 119.21, 118.85, 118.91, 2933683, 0.364168616765464, 1.86001897778041, 0.807491325196486, 0, 0, 0.4051432095888, 0.279372992507218, 0.125770217081583, 118.954727272729, 118.837247311829, 117.704299847793, 117.704299847793
4/18/2017, 119.28, 119.66, 119.15, 119.61, 3616793, 0.375287398282771, 2.5425681851341, 1.00034289000199, 0, 0, 0.475922422450935, 0.318682878495961, 0.157239543954974, 119.356000000001, 119.098967741936, 117.810514624213, 117.810514624213
4/19/2017, 119.37, 119.43, 119.16, 119.25, 1839355, 0.376467248831632, 2.14645980506945, 0.715439308551182, 0, 0, 0.497234655634074, 0.354393233923584, 0.14284142171049, 119.489636363638, 119.261376344087, 117.892681081081, 117.892681081081
4/20/2017, 119.1, 119.19, 118.9, 119.08, 3263971, 0.372850465670251, 1.66850176375132, 0.572399700887465, 0, 0, 0.49470452886149, 0.382455492911165, 0.112249035950325, 119.516000000002, 119.36182795699, 117.962140350877, 117.962140350877
4/21/2017, 119.28, 119.29, 119.07, 119.08, 3892437, 0.363445429790165, 1.81813621212232, 0.418420809068145, 0, 0, 0.487084577357493, 0.403381309800431, 0.0837032675570622, 119.503272727274, 119.402666666667, 118.028397129187, 118.028397129187
4/24/2017, 118.93, 119.03, 118.74, 118.92, 3193446, 0.360033028005737, 1.49764258358221, 0.548691346479338, 0, 0, 0.462800175724936, 0.415265082985332, 0.0475350927396047, 119.322181818184, 119.420860215054, 118.083476523476, 118.083476523476
4/25/2017, 118.75, 118.81, 118.41, 118.45, 3541067, 0.364916600303252, 0.912406841354409, 0.368981810370095, 0, 0, 0.401006981560101, 0.412413462700286, -0.0114064811401843, 118.960545454547, 119.334645161291, 118.11241155469, 118.11241155469
4/26/2017, 118.47, 118.78, 118.44, 118.74, 3320432, 0.36014108759158, 0.916285060314011, 0.498470740873678, 0, 0, 0.371157533350498, 0.404162276830328, -0.0330047434798301, 118.784545454547, 119.273634408603, 118.154424050633, 118.154424050633
4/27/2017, 118.74, 118.94, 118.61, 118.85, 4390955, 0.355700421569987, 0.798301063237546, 0.654154278544485, 0, 0, 0.352316426823322, 0.393793106828927, -0.0414766800056053, 118.714181818184, 119.273763440861, 118.199953703704, 118.199953703704
4/28/2017, 118.71, 119.01, 118.6, 118.99, 4477964, 0.354746158067177, 0.949122388397496, 0.743981368893925, 0, 0, 0.344707965278417, 0.383976078518825, -0.0392681132404081, 118.737090909093, 119.266580645162, 118.250258958145, 118.250258958145
5/1/2017, 118.57, 118.71, 118.18, 118.3, 3480215, 0.373209493499515, 0.361159468332224, 0.336928380740125, 0, 0, 0.279775888965133, 0.363136040608087, -0.0833601516429532, 118.48381818182, 119.174107526882, 118.265321774904, 118.265321774904
5/2/2017, 118.36, 118.68, 118.29, 118.65, 2858179, 0.36993804405346, 0.41714360296118, 0.354225341277296, 0, 0, 0.253635078304114, 0.341235848147292, -0.0876007698431778, 118.524727272729, 119.135161290323, 118.296247848537, 118.296247848537
5/3/2017, 118.87, 118.9, 118.5, 118.59, 2854862, 0.368483780087662, 0.539303756585919, 0.312671483026323, 0, 0, 0.225477633161674, 0.318084205150169, -0.0926065719884946, 118.525272727275, 119.097268817205, 118.323019607843, 118.323019607843
5/4/2017, 118.25, 118.36, 118.17, 118.36, 1540500, 0.36848231587163, 0.167782284122013, 0.191562251080492, 0, 0, 0.182499832743403, 0.290967330668815, -0.108467497925412, 118.448363636366, 119.042387096775, 118.337991792066, 118.337991792066
5/5/2017, 118.38, 118.4, 118.13, 118.4, 2887308, 0.361341964199644, 0.392774428976667, 0.0942147174713912, 0, 0, 0.14993887990579, 0.26276164051621, -0.112822760610421, 118.424545454548, 118.982860215054, 118.354113873296, 118.354113873296
5/8/2017, 118.37, 118.37, 118.1, 118.19, 3886477, 0.3565762258497, 0.182568591627999, -0.216562691366667, 0, 0, 0.105967319934365, 0.231402776399841, -0.125435456465476, 118.333272727275, 118.899526881721, 118.360028735632, 118.360028735632
5/9/2017, 118.12, 118.21, 118.05, 118.21, 3012378, 0.345457718691458, 0.0636077373421564, -0.10167490004267, 0, 0, 0.0719045043449569, 0.199503121988864, -0.127598617643908, 118.19472727273, 118.832365591399, 118.366529622063, 118.366529622063
5/10/2017, 118.53, 118.53, 118.23, 118.37, 4282580, 0.341258165753074, 0.367037131843677, -0.0704026089411645, 0, 0, 0.0571612214262558, 0.171034741876343, -0.113873520450087, 118.182545454548, 118.767290322581, 118.379775280899, 118.379775280899
5/11/2017, 118.2, 118.47, 118.15, 118.43, 2263516, 0.337541101293437, 0.309769238094681, 0.378493175313917, 0, 0, 0.0497451311460679, 0.146776819730288, -0.0970316885842198, 118.233272727275, 118.730967741936, 118.395062271062, 118.395062271062
5/12/2017, 118.8, 119.06, 118.78, 119.03, 3165038, 0.345511576870307, 0.587286417125235, 0.690767121639876, 0, 0, 0.0912311557852945, 0.135667686941289, -0.0444365311559946, 118.542181818184, 118.747978494624, 118.438283272283, 118.435640229336
5/15/2017, 118.96, 119.08, 118.88, 119.02, 3752656, 0.336665525501, 0.772897795419276, 0.637169554166242, 0, 0, 0.121897059354069, 0.132913561423845, -0.0110165020697762, 118.707454545457, 118.763720430108, 118.488673992674, 118.474193548387
5/16/2017, 119.09, 119.36, 119.05, 119.19, 3996368, 0.333639015881136, 0.742911129704456, 0.796878065985051, 0, 0, 0.158095165462342, 0.137949882231544, 0.0201452832307975, 118.962181818184, 118.807870967743, 118.559514041514, 118.5184351407
5/17/2017, 119.59, 119.98, 119.59, 119.92, 7304299, 0.347966249063784, 0.818892681264607, 1.33328523700616, 0, 0, 0.242887468932196, 0.158937399571675, 0.0839500693605211, 119.427636363639, 118.917075268818, 118.647841269841, 118.591547592385
5/18/2017, 119.91, 119.95, 119.7, 119.9, 4825397, 0.341048431679254, 0.586658898101391, 1.49858054242537, 0, 0, 0.304956795366621, 0.188141278730664, 0.116815516635957, 119.767636363639, 119.020129032259, 118.738771672772, 118.661092105263
5/19/2017, 119.83, 119.97, 119.7, 119.97, 2907813, 0.335059778364803, 0.509929102916352, 1.88288913811264, 0, 0, 0.355695363993391, 0.221652095783209, 0.134043268210181, 120.055818181821, 119.126881720431, 118.829755799756, 118.730921391753
5/22/2017, 119.88, 119.93, 119.8, 119.87, 2852915, 0.325663348042914, 0.595205645002532, 1.71172906429338, 0, 0, 0.383417087401909, 0.254005094106949, 0.12941199329496, 120.181818181821, 119.189354838711, 118.918815628816, 118.794115295603
5/23/2017, 120.01, 120.01, 119.46, 119.5, 5154199, 0.333350646472042, -0.0653676013009676, 1.73103821765417, 0, 0, 0.371251291355577, 0.277454333556675, 0.093796957798902, 120.092363636366, 119.20606451613, 118.990131868132, 118.840117501546
5/24/2017, 119.57, 119.76, 119.38, 119.69, 5291558, 0.332054742591182, 0.299985556860969, 1.76690452359289, 0, 0, 0.372645595976195, 0.296492586040579, 0.076153009935616, 120.030181818184, 119.273870967743, 119.063335775336, 118.891983838384
5/25/2017, 119.77, 119.77, 119.55, 119.74, 2806232, 0.324506852628208, 0.450647796436803, 1.47418273633508, 0, 0, 0.37347993041142, 0.311890054914747, 0.0615898754966732, 119.925272727275, 119.366666666668, 119.148659340659, 118.943934653465
5/26/2017, 119.82, 119.91, 119.72, 119.83, 2054823, 0.315977868705805, 0.510739278246799, 1.61125924015745, 0.741430933132434, 0, 0.377056916873087, 0.324923427306415, 0.052133489566672, 119.900000000003, 119.479053763442, 119.219521367521, 118.997524752475
5/30/2017, 120, 120.12, 119.96, 120.11, 3898258, 0.311551466211521, 0.803222781158661, 1.61222579475875, 0.707463273593333, 0, 0.397898636558153, 0.339518469156763, 0.0583801674013904, 119.925818181821, 119.6071827957, 119.292034188034, 119.060022844089
5/31/2017, 120.11, 120.26, 120.02, 120.25, 4428704, 0.305608517890499, 1.29604448964865, 1.5490238863131, 0.574087965862814, 0, 0.420861252988814, 0.355787025923173, 0.065074227065641, 119.974545454548, 119.792000000001, 119.373135531136, 119.12568334578
6/1/2017, 119.69, 119.97, 119.67, 119.96, 9429967, 0.315204677079993, 0.865458574385041, 1.26031950630316, 0.680591305208735, 0, 0.410921864118379, 0.366813993562214, 0.0441078705561644, 120.011272727276, 119.911892473119, 119.451413919414, 119.178065934066
6/2/2017, 120.46, 120.58, 120.3, 120.52, 5130059, 0.32377493701784, 1.11391752845066, 1.35238518182225, 0.767411591915872, 0, 0.443124088061865, 0.382076012462144, 0.0610480755997201, 120.235272727276, 120.086924731184, 119.544854700855, 119.249653189578
6/5/2017, 120.26, 120.37, 120.17, 120.18, 3198470, 0.323017870185726, 0.771642924125448, 1.2136924243351, 0.687030477083836, 0, 0.436181396415734, 0.392897089252862, 0.0432843071628712, 120.322000000003, 120.209526881721, 119.611228327228, 119.306150590725
6/6/2017, 120.66, 120.66, 120.45, 120.53, 1806671, 0.325887938745329, 1.61941611696289, 1.30723820837648, 0.73219218973333, 0, 0.453691465394797, 0.405055964481249, 0.0486355009135481, 120.498181818185, 120.358774193549, 119.693726495726, 119.373618899273
6/7/2017, 120.47, 120.6, 120.32, 120.38, 5702351, 0.321609150972967, 1.26397652300981, 1.12190693127288, 0.691670090781969, 0, 0.450274095331153, 0.41409959065123, 0.036174504679923, 120.512545454549, 120.447268817205, 119.770339438339, 119.43334012912
6/8/2017, 120.39, 120.39, 120, 120.17, 3895232, 0.322289623986182, 1.13855368686041, 1.14557074059031, 0.702050955072291, 0, 0.425713203169266, 0.416422313154837, 0.00929089001442895, 120.444363636367, 120.516000000001, 119.831101343101, 119.483456213511
6/9/2017, 119.95, 120.14, 119.85, 120.05, 6884719, 0.319808970501446, 1.23637988812422, 0.921248451717807, 0.524613450914778, 0, 0.392046256852453, 0.41154710189436, -0.0195008450419077, 120.318545454549, 120.567612903227, 119.889064713065, 119.527582309582
6/12/2017, 119.96, 120.28, 119.92, 120.08, 4075123, 0.31873262461079, 1.22851528907144, 1.09660100506498, 0.782750058403157, 0, 0.363594418491957, 0.40195656521388, -0.0383621467219231, 120.204181818185, 120.624623655915, 119.936139194139, 119.57129021879
6/13/2017, 119.96, 120.21, 119.96, 120.21, 4821989, 0.312867006780638, 1.50808213231698, 1.10005906003648, 0.949717194255918, 0, 0.347529936374841, 0.391071239446072, -0.0435413030712313, 120.177090909094, 120.645096774195, 119.987225885226, 119.618119469027
6/14/2017, 120.99, 121.31, 120.79, 121.03, 6852817, 0.340653191281876, 1.85390292274612, 1.30601542480222, 1.10161027005167, 0, 0.396396453959738, 0.392136282348805, 0.00426017161093323, 120.455818181822, 120.780623655915, 120.074634920635, 119.692049371216
