Date,KRE_Open,KRE_High,KRE_Low,KRE_Close,KRE_Volume,KRE_ATRPercentOfClose20,KRE_SQN25,KRE_SQN50,KRE_SQN100,KRE_SQN200,KRE_MACD,KRE_MACD_Avg,KRE_MACD_Diff,KRE_LinReg10,KRE_LinReg30,KRE_LinReg90,KRE_LinReg270
1/20/2017, 54.29, 54.9, 54.27, 54.52, 8459705, 0, 0, 0, 0, 0, -0.291914979023659, -0.127890233277637, -0.164024745746022, 54.1820000000001, 54.3240659340659, 54.3240659340659, 54.3240659340659
1/23/2017, 54.29, 54.63, 53.88, 54.35, 5257359, 0, 0, 0, 0, 0, -0.319574957342553, -0.16622717809062, -0.153347779251933, 54.0769090909091, 54.2162857142857, 54.2162857142857, 54.2162857142857
1/24/2017, 54.63, 55.53, 54.39, 55.38, 6376556, 0, 0, 0, 0, 0, -0.255438758505868, -0.18406949417367, -0.0713692643321981, 54.2976363636365, 54.3845833333333, 54.3845833333333, 54.3845833333333
1/25/2017, 55.98, 56.55, 55.89, 56.42, 7040119, 0, 0, 0, 0, 0, -0.119315653907265, -0.171118726120389, 0.051803072213124, 54.9740000000001, 54.7588970588236, 54.7588970588236, 54.7588970588236
1/26/2017, 56.61, 56.99, 56.35, 56.88, 6322917, 0, 0, 0, 0, 0, 0.0253883813640954, -0.131817304623492, 0.157205685987587, 55.8392727272728, 55.1625490196079, 55.1625490196079, 55.1625490196079
1/27/2017, 56.8, 56.82, 56.14, 56.29, 6321604, 0, 0, 0, 0, 0, 0.0914056354215518, -0.0871727166144831, 0.178578352036035, 56.2776363636365, 55.372865497076, 55.372865497076, 55.372865497076
1/30/2017, 55.89, 55.89, 54.82, 55.46, 7707303, 0, 0, 0, 0, 0, 0.075876069393388, -0.0545629594129089, 0.130439028806297, 56.4932727272728, 55.3854210526316, 55.3854210526316, 55.3854210526316
1/31/2017, 55.3, 55.81, 54.98, 55.4, 5835238, 0, 0, 0, 0, 0, 0.0580580211446105, -0.032038763301405, 0.0900967844460155, 56.3032727272728, 55.3848571428572, 55.3848571428572, 55.3848571428572
2/1/2017, 56.03, 56.51, 55.13, 55.28, 7590675, 0, 0, 0, 0, 0, 0.0338637323896478, -0.0188582641631945, 0.0527219965528423, 56.1040000000001, 55.3631601731602, 55.3631601731602, 55.3631601731602
2/2/2017, 54.83, 55.06, 54.35, 54.65, 7294993, 2.02076623970723, 0, 0, 0, 0, -0.0357342286849232, -0.0222334570675402, -0.013500771617383, 55.5805454545456, 55.2377470355731, 55.2377470355731, 55.2377470355731
2/3/2017, 55.49, 56.15, 55.14, 56.08, 6806901, 2.00451375267475, 0, 0, 0, 0, 0.0242187559852525, -0.0129430144569817, 0.0371617704422341, 55.605090909091, 55.3638043478261, 55.3638043478261, 55.3638043478261
2/6/2017, 55.67, 56.21, 55.57, 55.67, 6111832, 1.97579440789474, 0, 0, 0, 0, 0.0382079176956793, -0.00271282802644947, 0.0409207457221288, 55.3689090909092, 55.4082666666666, 55.4082666666666, 55.4082666666666
2/7/2017, 55.88, 56.01, 55.23, 55.46, 4346700, 1.95443294181617, 0, 0, 0, 0, 0.0319805325093085, 0.00422584408070213, 0.0277546884286064, 55.194181818182, 55.4151692307692, 55.4151692307692, 55.4151692307692
2/8/2017, 55.15, 55.27, 54.4, 54.91, 6376596, 1.971830420788, -0.139167320696699, 0, 0, 0, -0.0171375673661629, -4.68382086708722E-05, -0.017090729157492, 55.033090909091, 55.341282051282, 55.341282051282, 55.341282051282
2/9/2017, 55.18, 56, 55, 55.91, 9217973, 1.93721244831328, -0.101072306355434, 0, 0, 0, 0.0243469705361505, 0.00483192354029341, 0.0195150469958571, 55.3918181818183, 55.4168253968254, 55.4168253968254, 55.4168253968254
2/10/2017, 56.18, 56.31, 55.78, 56.17, 6157715, 1.87901140441402, 0.197896396454795, 0, 0, 0, 0.0773123837583398, 0.0193280155839027, 0.0579843681744371, 55.7752727272729, 55.5185714285713, 55.5185714285713, 55.5185714285713
2/13/2017, 56.55, 57.14, 56.5, 56.69, 6077439, 1.85424002569481, 0.271622753780226, 0, 0, 0, 0.159409931054846, 0.0473443986780913, 0.112065532376754, 56.1789090909093, 55.6766206896551, 55.6766206896551, 55.6766206896551
2/14/2017, 56.74, 57.78, 56.49, 57.7, 8326941, 1.84247874703305, 0.66408726817572, 0, 0, 0, 0.302484534423272, 0.0983724258271274, 0.204112108596144, 56.8523636363638, 55.9449462365591, 55.9449462365591, 55.9449462365591
2/15/2017, 58.06, 58.11, 57.51, 57.95, 6233344, 1.79457243345326, 0.594001635289026, 0, 0, 0, 0.431075924134461, 0.164913125488594, 0.266162798645867, 57.4627272727274, 56.2480215053763, 56.2145564516128, 56.2145564516128
2/16/2017, 57.95, 58.04, 57.33, 57.87, 6796362, 1.76854499555358, 0.488678782850845, 0, 0, 0, 0.52052985141092, 0.236036470673059, 0.284493380737861, 57.7738181818183, 56.5835913978494, 56.4457386363636, 56.4457386363636
2/17/2017, 57.28, 57.7, 57.01, 57.7, 5259979, 1.75959122960228, 0.700973705592539, 0, 0, 0, 0.571121619488935, 0.303053500436234, 0.2680681190527, 58.1365454545456, 56.8290322580644, 56.6329768270944, 56.6329768270944
2/21/2017, 58.06, 58.24, 57.6, 57.95, 4011394, 1.71962024591284, 0.603178795748615, 0, 0, 0, 0.624193556080101, 0.367281511565008, 0.256912044515093, 58.4152727272729, 57.1076559139784, 56.829075630252, 56.829075630252
2/22/2017, 57.55, 58.17, 57.55, 57.9, 3994707, 1.68859056283448, 1.3979661677449, 0, 0, 0, 0.654672212314424, 0.424759651714891, 0.229912560599533, 58.5103636363638, 57.3299354838708, 56.9999999999999, 56.9999999999999
2/23/2017, 57.99, 58.03, 57.16, 57.94, 5092820, 1.67813123763739, 1.21722723091876, 0, 0, 0, 0.674281732585591, 0.474664067889031, 0.19961766469656, 58.376181818182, 57.5747956989246, 57.1583183183182, 57.1583183183182
2/24/2017, 57.2, 57.53, 57.04, 57.46, 5937129, 1.68585760030065, 1.15052139169615, 0, 0, 0, 0.643670596244363, 0.508465373560097, 0.135205222684265, 58.1109090909092, 57.7666881720429, 57.2514651493598, 57.2514651493598
2/27/2017, 57.55, 57.96, 57.42, 57.96, 4774459, 1.63433245044188, 1.16582274760522, 0, 0, 0, 0.652238274652305, 0.537219953778539, 0.115018320873766, 57.9858181818183, 57.9531827956988, 57.3860728744939, 57.3860728744939
2/28/2017, 57.73, 57.81, 57.17, 57.46, 5306633, 1.63486970738306, 1.04703227902711, 0, 0, 0, 0.61163188850864, 0.552102340724559, 0.0595295477840809, 57.6943636363637, 58.099698924731, 57.4587692307692, 57.4587692307692
3/1/2017, 58.76, 59.6, 58.5, 59.36, 10838478, 1.68366968862735, 1.18103741761483, 0, 0, 0, 0.724414555905952, 0.586564783760838, 0.137849772145114, 58.2192727272728, 58.3419784946235, 57.7075121951219, 57.7075121951219
3/2/2017, 59.52, 59.68, 57.75, 57.82, 7206393, 1.80898479905004, 0.413100869534131, 0, 0, 0, 0.681672605224009, 0.605586348053472, 0.0760862571705367, 58.1716363636364, 58.3929247311826, 57.7898954703832, 57.7898954703832
3/3/2017, 57.98, 58.36, 57.85, 58.2, 9163335, 1.75370663276666, 0.389473560632717, 0, 0, 0, 0.670730363462098, 0.618615151135197, 0.0521152123269013, 58.2463636363636, 58.4506236559138, 57.8996677740863, 57.8996677740863
3/6/2017, 57.84, 58.1, 57.25, 57.83, 5490920, 1.75881790983345, 0.456244356123655, 0, 0, 0, 0.624998061643382, 0.619891733236834, 0.00510632840654757, 58.1412727272727, 58.4629247311826, 57.9666490486258, 57.9666490486258
3/7/2017, 57.77, 58.01, 57.4, 57.58, 6079618, 1.73110138484518, 0.638309528817093, 0, 0, 0, 0.562102405669812, 0.60833386772343, -0.0462314620536178, 57.9927272727272, 58.4108172043009, 58.0056363636363, 58.0056363636363
3/8/2017, 58.23, 58.39, 57.19, 57.27, 9310519, 1.75821506639455, 0.565678889772145, 0, 0, 0, 0.481690112178612, 0.583005116614466, -0.101315004435854, 57.7472727272727, 58.367204301075, 58.0142028985507, 58.0142028985507
3/9/2017, 57.51, 57.88, 57.12, 57.25, 7186813, 1.73726337135013, 0.59568683585938, 0, 0, 0, 0.411604239931336, 0.54872494127784, -0.137120701346504, 57.5372727272727, 58.3781935483869, 58.0196762257169, 58.0196762257169
3/10/2017, 57.6, 57.6, 56.33, 56.99, 10470303, 1.76935272169337, 0.718564306795594, 0, 0, 0, 0.331262268912162, 0.505232406804705, -0.173970137892542, 57.1790909090908, 58.3815053763439, 58.002579787234, 58.002579787234
3/13/2017, 57.02, 57.46, 56.76, 57.06, 3839621, 1.74016195283632, 0.339121913487125, 0, 0, 0, 0.270125257214389, 0.458210976886641, -0.188085719672253, 56.9707272727272, 58.3536559139783, 57.9916581632653, 57.9916581632653
3/14/2017, 56.75, 56.98, 56.09, 56.91, 5487078, 1.7427334207942, 0.427041029401689, 0, 0, 0, 0.207181726599728, 0.408005126829259, -0.200823400229531, 56.6596363636363, 58.2464731182794, 57.9689632653061, 57.9689632653061
3/15/2017, 57.06, 57.48, 56.3, 56.43, 14055228, 1.77423375914457, 0.338916539804137, 0, 0, 0, 0.117215351028698, 0.349847171669147, -0.232631820640449, 56.5927272727272, 58.0650322580643, 57.9099294117647, 57.9099294117647
3/16/2017, 56.73, 57.19, 56.56, 56.95, 5275964, 1.73685707598072, 0.688516851063689, 0.321601539736911, 0, 0, 0.0868745684470866, 0.297252651024735, -0.210378082577648, 56.5572727272727, 57.9349247311826, 57.8938838612368, 57.8938838612368
3/17/2017, 56.88, 56.94, 56.01, 56.54, 11061449, 1.7451062956004, 0.237431044129871, 0.0639746211934967, 0, 0, 0.0294067237640903, 0.243683465572606, -0.214276741808516, 56.5036363636363, 57.7000215053761, 57.8477068214804, 57.8477068214804
3/20/2017, 56.34, 56.45, 55.71, 55.76, 4265689, 1.75546797804133, -0.106615463626218, 0.0868749260438755, 0, 0, -0.0781752824549429, 0.179311715967096, -0.257486998422039, 56.1970909090909, 57.4492903225804, 57.7467714884696, 57.7467714884696
3/21/2017, 56.07, 56.36, 52.7, 52.74, 28352505, 2.11017538363301, -0.921153450151918, -0.496163573920242, 0, 0, -0.402483973567236, 0.0629525780602297, -0.465436551627466, 54.9101818181818, 56.7901075268815, 57.4341683501684, 57.4341683501684
3/22/2017, 52.22, 53.07, 51.57, 52.59, 17370069, 2.15299709538249, -1.2455238690792, -0.43080095884306, 0, 0, -0.663951079440771, -0.0824281534399705, -0.581522926000801, 53.7734545454545, 56.1167956989245, 57.130025974026, 57.130025974026
3/23/2017, 52.44, 53.7, 52.31, 52.99, 11713944, 2.16106456659477, -1.19308271568454, -0.449275801300842, 0, 0, -0.829328999091651, -0.231808322570307, -0.597520676521344, 53.0261818181818, 55.4760860215052, 56.8720112781955, 56.8720112781955
3/24/2017, 53.19, 53.45, 52.58, 53.07, 8850281, 2.13188375380938, -1.15109415433374, -0.493595692064802, 0, 0, -0.943065785153266, -0.374059815086898, -0.569005970066367, 52.4869090909091, 54.9245806451611, 56.6347549909256, 56.6347549909256
3/27/2017, 51.5, 52.88, 51.17, 52.78, 11951870, 2.21640995213965, -1.18537158436009, -0.393374621387873, 0, 0, -1.04456251742201, -0.50816035555392, -0.536402161868088, 52.0752727272727, 54.3719354838708, 56.391870251315, 56.391870251315
3/28/2017, 52.56, 53.94, 52.54, 53.67, 7721756, 2.20109952320168, -0.981692742285862, -0.334619116198773, 0, 0, -1.04118175190695, -0.614764634824527, -0.426417117082427, 52.1745454545455, 53.9887526881718, 56.2218305084746, 56.2218305084746
3/29/2017, 53.56, 53.84, 53.14, 53.49, 5187486, 2.16351394353566, -1.01525178159887, -0.0112013500324604, 0, 0, -1.04102665924523, -0.700017039708668, -0.341009619536565, 52.2923636363636, 53.6695483870966, 56.0497486338798, 56.0497486338798
3/30/2017, 53.45, 55.31, 53.45, 55.14, 13626813, 2.16249624225129, -0.561411108297201, 0.188105074620683, 0, 0, -0.897417664604333, -0.739497164687801, -0.157920499916532, 53.2445454545455, 53.6035268817202, 55.9929032258065, 55.9929032258065
3/31/2017, 54.9, 55.14, 54.57, 54.61, 7394452, 2.12649772308825, -0.576779636108979, 0.144400209378526, 0, 0, -0.81695571536028, -0.754988874822297, -0.0619668405379824, 54.0303636363636, 53.4830537634406, 55.905821812596, 55.905821812596
4/3/2017, 54.58, 54.84, 53.52, 54.09, 9174510, 2.16161284202176, -0.80250480070704, -0.0294833904355317, 0, 0, -0.786087171475494, -0.761208534152936, -0.0248786373225571, 54.5858181818182, 53.3063010752686, 55.7912549603175, 55.7912549603175
4/4/2017, 53.71, 54.37, 53.71, 54.12, 7053975, 2.11336948805819, -0.691759791689816, 0.00741301388937804, 0, 0, -0.750550994113055, -0.75907702614496, 0.00852603203190483, 54.6387272727272, 53.1733118279568, 55.6846971153846, 55.6846971153846
4/5/2017, 54.64, 54.9, 53.08, 53.12, 8453041, 2.21680683093042, -1.44722483713417, -0.369569514987092, 0, 0, -0.793928051802169, -0.766047231276402, -0.0278808205257669, 54.240909090909, 52.9348172043009, 55.5236783216783, 55.5236783216783
4/6/2017, 53.1, 54, 52.69, 53.83, 6307402, 2.19986884480908, -0.938891262415552, -0.428078139001069, 0, 0, -0.762227136295891, -0.7652832122803, 0.00305607598440871, 54.1394545454545, 52.8199139784944, 55.4131795567616, 55.4131795567616
4/7/2017, 53.37, 53.88, 53.12, 53.61, 8293912, 2.16933394740289, -1.09378740884211, -0.55463120340213, 0, 0, -0.746253745100994, -0.761477318844439, 0.0152235737434451, 53.9321818181818, 52.6716129032256, 55.2955926251097, 55.2955926251097
4/10/2017, 53.5, 53.99, 52.83, 53.27, 6347423, 2.18290019287133, -1.09358675362014, -0.515078770189417, 0, 0, -0.752357170858822, -0.759653289247315, 0.00729611838849331, 53.52, 52.5383440860213, 55.1644884910486, 55.1644884910486
4/11/2017, 52.93, 53.61, 52.6, 53.58, 9289614, 2.15600855936063, -0.947007784810083, -0.306986551556203, 0, 0, -0.723835841514003, -0.752489799700653, 0.0286539581866503, 53.3661818181818, 52.4413333333332, 55.0576231884058, 55.0576231884058
4/12/2017, 53.53, 53.68, 52.63, 52.83, 7334074, 2.17666083058898, -1.05349536601811, -0.436196854064126, 0, 0, -0.753070288990124, -0.752605897558547, -0.000464391431576394, 52.9221818181818, 52.4008602150536, 54.9141891348089, 54.9141891348089
4/13/2017, 52.46, 52.88, 51.68, 51.71, 11192955, 2.22864711073322, -1.30029882923854, -0.617851944886505, 0, 0, -0.856737502380355, -0.773432218522909, -0.0833052838574462, 52.4572727272726, 52.1577419354837, 54.7160680751174, 54.7160680751174
4/17/2017, 51.68, 52.67, 51.47, 52.62, 8164816, 2.19462514236439, -0.971690329278309, -0.323716807929265, 0, 0, -0.855602270678908, -0.789866228954109, -0.0657360417247993, 52.3878181818181, 52.0948387096773, 54.577100456621, 54.577100456621
4/18/2017, 52.11, 52.71, 51.62, 52.35, 7039600, 2.19975389191315, -1.05378989085596, -0.657068660949983, 0, 0, -0.866500852443551, -0.805193153651997, -0.0613076987915536, 52.2296363636362, 52.009010752688, 54.4303739355795, 54.4303739355795
4/19/2017, 52.71, 53.21, 52.44, 52.69, 5528905, 2.1578906894965, -0.930846510474016, -0.514785089998403, 0, 0, -0.838042466618766, -0.811763016245351, -0.0262794503734155, 52.289818181818, 51.985010752688, 54.3086810810811, 54.3086810810811
4/20/2017, 53.02, 53.86, 52.93, 53.8, 9414757, 2.11643675479725, -0.537021256674104, -0.253891565190163, 0, 0, -0.717648660441299, -0.79294014508454, 0.0752914846432419, 52.6114545454544, 52.1127311827956, 54.2508140350877, 54.2508140350877
4/21/2017, 53.48, 54.06, 53.31, 53.64, 7505681, 2.08652279153034, -0.691356716726573, -0.185150585499195, 0, 0, -0.62790822927159, -0.75993376192195, 0.132025532650361, 52.9827272727271, 52.2412043010752, 54.1875222146275, 54.1875222146275
4/24/2017, 54.88, 55.53, 54.73, 54.82, 8772396, 2.11191222931053, -0.321157301471313, -0.145937927747661, 0, 0, -0.456312071183966, -0.699209423774353, 0.242897352590388, 53.7279999999999, 52.5253548387096, 54.1873926073927, 54.1873926073927
4/25/2017, 55.31, 55.58, 55.01, 55.02, 6759117, 2.06808936732575, -0.116721190643322, -0.156004214180523, 0, 0, -0.300716083267062, -0.619510755672895, 0.318794672405833, 54.4083636363635, 52.8535483870967, 54.1975365141188, 54.1975365141188
4/26/2017, 54.99, 56.1, 54.83, 55.61, 9153557, 2.05802846863424, 0.859663076077777, -0.141162213801412, 0, 0, -0.128317903750769, -0.52127218528847, 0.392954281537701, 55.2590909090907, 53.2597634408601, 54.23675, 54.23675
4/27/2017, 55.76, 55.79, 54.7, 55.02, 6185332, 2.07514749152512, 0.726525458852186, -0.429549220934147, 0, 0, -0.0388513197565104, -0.424788012182078, 0.385936692425568, 55.6452727272725, 53.567505376344, 54.2455092592593, 54.2455092592593
4/28/2017, 54.95, 55.18, 53.98, 54.05, 7059208, 2.11777769166562, 0.326879042565184, -0.64309543795319, 0, 0, -0.0456925850629375, -0.34896892675825, 0.303276341695312, 55.3529090909089, 53.7959354838709, 54.2070520927432, 54.2070520927432
5/1/2017, 54.3, 55, 53.87, 54.66, 5975157, 2.09280259829492, 0.466278556144177, -0.512979074658451, 0, 0, -0.00187086887780197, -0.27954931518216, 0.277678446304358, 55.3256363636362, 54.0931397849462, 54.1996091683809, 54.1996091683809
5/2/2017, 54.63, 54.79, 53.91, 54.21, 5160227, 2.08583214391552, 0.423747686981325, -0.564019140609551, 0, 0, -0.00341373091077912, -0.224322198327884, 0.220908467417105, 54.9776363636362, 54.293376344086, 54.1713511187608, 54.1713511187608
5/3/2017, 53.94, 54.77, 53.68, 54.72, 6276632, 2.0626701844952, 0.321398158105374, -0.511950798309123, 0, 0, 0.0361001376492638, -0.172237731132455, 0.208337868781718, 54.7723636363635, 54.3669892473118, 54.1682829131653, 54.1682829131653
5/4/2017, 55.28, 55.43, 54.59, 54.82, 7470794, 2.03257655729293, 0.399139464879747, -0.485329508016405, 0, 0, 0.0746241071746638, -0.122865363471031, 0.197489470645695, 54.7129090909089, 54.4305161290322, 54.1701313269494, 54.1701313269494
5/5/2017, 54.98, 55.07, 54.3, 54.67, 4323215, 2.00666827377462, -0.112703501340873, -0.518987904197497, 0, 0, 0.0919904752395837, -0.079894195728908, 0.171884670968492, 54.5139999999998, 54.4872903225806, 54.1652125100241, 54.1652125100241
5/8/2017, 54.69, 54.92, 54.44, 54.85, 4672814, 1.94383458160247, 0.103583356476592, -0.405992796145068, 0, 0, 0.118907253920185, -0.0401339057990895, 0.159041159719274, 54.5570909090907, 54.5613978494623, 54.1687826541275, 54.1687826541275
5/9/2017, 55.01, 55.28, 54.16, 54.45, 4562016, 1.96305528853721, 0.141958855844848, -0.564831312171841, 0, 0, 0.106731997856045, -0.0107607250680626, 0.117492722924107, 54.5003636363634, 54.5539354838709, 54.1544918283963, 54.1544918283963
5/10/2017, 54.28, 54.64, 53.95, 54.52, 3237490, 1.92578764559443, 0.154333444862741, -0.468241282678957, 0, 0, 0.101560706092329, 0.0117035611640156, 0.0898571449283131, 54.6169090909089, 54.6039139784946, 54.144, 54.144
5/11/2017, 54.31, 54.51, 53.3, 53.71, 8872268, 1.97066180070598, 0.219655662952171, -0.992427469959329, 0, 0, 0.0317363526467744, 0.0157101194605674, 0.016026233186207, 54.3950909090907, 54.5336344086021, 54.098652014652, 54.098652014652
5/12/2017, 53.13, 53.52, 52.76, 53.52, 12060259, 1.96752677597388, -0.073932126058659, -0.784340591932538, 0, 0, -0.0384877003677957, 0.00487055549489478, -0.0433582558626905, 53.9850909090906, 54.5478279569892, 54.0242515262515, 54.0469565217391
5/15/2017, 53.72, 54.19, 53.56, 54.02, 4413461, 1.91386396515394, 0.161928461474763, -0.752258701548651, 0, 0, -0.0531818991641941, -0.006739935436923, -0.0464419637272711, 53.898727272727, 54.6005806451612, 53.9925421245421, 54.0187377279102
5/16/2017, 54.1, 54.29, 53.55, 54.27, 4607189, 1.87797281790557, 0.35569986929001, -0.634022682916008, 0, 0, -0.0441453666067915, -0.0142210216708967, -0.0299243449358948, 53.8436363636361, 54.654193548387, 53.9537557997557, 54.002294669412
5/17/2017, 53, 53.26, 51.49, 51.92, 16524212, 2.13254440651673, -0.406473209846889, -0.960655781521082, 0, 0, -0.224026768544938, -0.056182171045705, -0.167844597499233, 53.0754545454543, 54.4104731182794, 53.8182954822954, 53.8881791713326
5/18/2017, 51.79, 52.59, 51.69, 52.33, 10493813, 2.0960370782922, -0.0995557937622744, -0.827344440283564, 0, 0, -0.329699926547249, -0.110885722146014, -0.218814204401235, 52.6216363636361, 54.1663010752687, 53.6915848595848, 53.7953552631579
5/19/2017, 52.33, 52.9, 52.33, 52.48, 9642134, 2.03985021516158, 0.254238362060702, -0.795263444949443, 0, 0, -0.396769210719462, -0.168062419860704, -0.228706790858759, 52.3254545454543, 53.9935913978493, 53.5851184371184, 53.7121778350515
5/22/2017, 52.69, 52.85, 52.16, 52.72, 3714599, 1.99447595461107, 0.0620740906052774, -0.705475285446626, 0, 0, -0.425649485091199, -0.219579832906803, -0.206069652184396, 52.2676363636361, 53.8453763440859, 53.4988791208791, 53.6418640858405
5/23/2017, 52.75, 53.78, 52.48, 53.48, 5280480, 1.98936674851796, 0.356127443502922, -0.570633876356789, 0, 0, -0.382798993672004, -0.252223665059843, -0.130575328612161, 52.5085454545452, 53.7766666666665, 53.4283296703296, 53.6047371675943
5/24/2017, 53.6, 53.61, 52.82, 53.17, 4856461, 1.97520720378416, 0.170338987683519, -0.60059370401034, 0, 0, -0.369593634370105, -0.275697658921895, -0.0938959754482095, 52.7092727272724, 53.6879354838708, 53.35926007326, 53.5567252525253
5/25/2017, 53.3, 53.65, 52.94, 53.2, 5739066, 1.94211802018691, -0.146547881018365, -0.515255757975388, 0, 0, -0.352642499482634, -0.291086627034043, -0.061555872448591, 52.8319999999997, 53.5556559139783, 53.248547008547, 53.5117108910891
5/26/2017, 53, 53.15, 52.71, 52.84, 4296342, 1.903948613555, -0.206013436656688, -0.671742516449463, -0.300500591422923, 0, -0.364060926571, -0.305681486941435, -0.0583794396295652, 52.8201818181815, 53.3006451612902, 53.1358632478632, 53.4543447874199
5/30/2017, 52.49, 52.65, 51.82, 52.26, 7886163, 1.92641432267957, -0.772390074954219, -0.706371205908779, -0.497794569281306, 0, -0.41512595147988, -0.327570379849124, -0.0875555716307559, 52.7450909090906, 53.0254193548386, 52.9925177045177, 53.3766647629926
5/31/2017, 52.29, 52.5, 51.09, 51.83, 13087598, 1.98129831908301, -0.971200578311931, -0.655932065937845, -0.444352306561325, 0, -0.484705376106717, -0.358997379100642, -0.125707997006075, 52.6674545454542, 52.6799569892472, 52.8410573870574, 53.2852912621359
6/1/2017, 52.23, 52.77, 51.56, 52.75, 8705106, 1.96409776842026, -0.826799931531959, 0.0472966742793206, -0.340799325442706, 0, -0.460305148949892, -0.379258933070492, -0.0810462158794, 52.5707272727269, 52.4772473118278, 52.7280048840049, 53.2319945054945
6/2/2017, 52.09, 52.92, 51.91, 52.36, 9107888, 1.97623852979298, -0.779161143250721, -0.00320875178932614, -0.324347148735563, 0, -0.467053630249247, -0.396817872506243, -0.0702357577430033, 52.3759999999996, 52.2986666666665, 52.6219658119658, 53.1659658580413
6/5/2017, 52.37, 52.95, 52.35, 52.39, 6443992, 1.93361437199775, -0.498564487211736, -0.0813717277311195, -0.390260903010675, 0, -0.464625191036497, -0.410379336212294, -0.0542458548242027, 52.2199999999996, 52.1225161290321, 52.5425616605616, 53.1033680126962
6/6/2017, 51.86, 52.34, 51.54, 52.02, 7804139, 1.9316984640814, -0.825673556407096, -0.176151709255416, -0.485802879678972, 0, -0.486943363265404, -0.425692141622916, -0.0612512216424878, 51.9890909090905, 51.9861505376343, 52.4601587301587, 53.0293146417446
6/7/2017, 52.31, 52.8, 52.09, 52.56, 8671430, 1.89046054787744, -0.49671099471925, -0.000550104931703954, -0.292275106505045, 0, -0.455802975544287, -0.43171430840719, -0.0240886671370972, 52.1349090909087, 51.9496989247311, 52.3918095238095, 52.9775195378865
6/8/2017, 52.45, 54.75, 52.27, 54.08, 16618871, 1.97474992745223, -0.148282167620504, 0.128181901914015, -0.158594032589498, 0, -0.304957338719547, -0.406362914469662, 0.101405575750115, 52.7939999999996, 52.1613118279569, 52.3741904761904, 52.9825487906589
6/9/2017, 54.59, 56.04, 54.53, 55.73, 13729536, 1.99631710519982, 0.265758365540193, 0.466840557677298, 0.32797511349519, 0, -0.0516742062931073, -0.335425172834351, 0.283750966541243, 53.9794545454541, 52.552817204301, 52.4283736263736, 53.0467665847666
6/12/2017, 55.77, 56.54, 55.24, 55.7, 10618997, 2.01421929370101, 0.29673237400973, 0.154937517553628, 0.243141394687555, 0, 0.144962711776536, -0.239347595912173, 0.384310307688709, 54.944545454545, 52.8712688172042, 52.4783369963369, 53.1080662805663
