Date,JYN_Open,JYN_High,JYN_Low,JYN_Close,JYN_Volume,JYN_ATRPercentOfClose20,JYN_SQN25,JYN_SQN50,JYN_SQN100,JYN_SQN200,JYN_MACD,JYN_MACD_Avg,JYN_MACD_Diff,JYN_LinReg10,JYN_LinReg30,JYN_LinReg90,JYN_LinReg270
12/26/2017, 47.7, 47.7, 47.55, 47.55, 250, 0, 0, 0, 0, 0, 0.366049851603961, 0.605466341451515, -0.239416489847554, 49.2556363636364, 50.2117647058824, 50.2117647058824, 50.2117647058824
2/1/2018, 50.71, 50.71, 50.71, 50.71, 300, 0, 0, 0, 0, 0, 0.417499873954917, 0.567873047952196, -0.150373173997279, 49.5005454545455, 50.3408187134503, 50.3408187134503, 50.3408187134503
2/2/2018, 51.5, 51.5, 51.5, 51.5, 100, 0, 0, 0, 0, 0, 0.516071830224689, 0.557512804406694, -0.0414409741820052, 49.9238181818182, 50.6005263157895, 50.6005263157895, 50.6005263157895
2/6/2018, 56.65, 56.65, 56.65, 56.65, 100, 0, 0, 0, 0, 0, 0.998245621259706, 0.645659367777297, 0.352586253482409, 52.1365454545455, 51.7727142857143, 51.7727142857143, 51.7727142857143
2/7/2018, 62.32, 62.32, 62.32, 62.32, 402, 0, 0, 0, 0, 0, 1.81694878379415, 0.879917250980668, 0.937031532813485, 56.1123636363637, 53.764329004329, 53.764329004329, 53.764329004329
2/8/2018, 52, 52, 50.13, 50.13, 800, 3.43729054458408, 0, 0, 0, 0, 1.46525526402719, 0.996984853589973, 0.468270410437219, 55.2292727272728, 53.3794466403162, 53.3794466403162, 53.3794466403162
2/14/2018, 51.9, 51.9, 51.9, 51.9, 100, 3.32458200867052, 0, 0, 0, 0, 1.31421042359408, 1.06042996759079, 0.253780456003289, 54.9267272727273, 53.3341304347826, 53.3341304347826, 53.3341304347826
3/2/2018, 50.54, 50.54, 50.54, 50.54, 100, 3.37788911629402, 0, 0, 0, 0, 1.07240366344172, 1.06282470676098, 0.00957895668073916, 54.081090909091, 53.0780666666667, 53.0780666666667, 53.0780666666667
3/6/2018, 52, 52, 52, 52, 105, 3.2592805796274, 0, 0, 0, 0, 0.987200034679127, 1.04769977234461, -0.0604997376654823, 53.6416363636364, 53.0729230769231, 53.0729230769231, 53.0729230769231
3/29/2018, 57.2, 57.2, 57.2, 57.2, 101, 3.26937868240549, 0.796347833127549, 0, 0, 0, 1.32400972684884, 1.10296176324546, 0.221047963603387, 54.8129090909092, 53.8210256410257, 53.8210256410257, 53.8210256410257
4/2/2018, 55.48, 55.48, 55.48, 55.48, 300, 3.35721048309146, 0.552385077914118, 0, 0, 0, 1.43559555716017, 1.1694885220284, 0.266107035131771, 54.5523636363637, 54.2320105820106, 54.2320105820106, 54.2320105820106
4/9/2018, 53, 53, 53, 53, 101, 3.57254973060035, 0.356819537734972, 0, 0, 0, 1.30882553182391, 1.1973559239875, 0.111469607836412, 53.6345454545455, 54.254433497537, 54.254433497537, 54.254433497537
