Date,XLU_Open,XLU_High,XLU_Low,XLU_Close,XLU_Volume,XLU_ATRPercentOfClose20,XLU_SQN25,XLU_SQN50,XLU_SQN100,XLU_SQN200,XLU_MACD,XLU_MACD_Avg,XLU_MACD_Diff,XLU_LinReg10,XLU_LinReg30,XLU_LinReg90,XLU_LinReg270
6/2/2017, 54.63, 54.63, 54.12, 54.28, 9956578, 0.873325849846487, 1.99425722396782, 1.4990149339636, 1.93795396074118, 0, 0.646491804404413, 0.428334179445324, 0.218157624959089, 54.3672727272718, 53.3598064516132, 53.1081684981687, 53.174026954178
6/5/2017, 54.28, 54.33, 54.03, 54.11, 7350014, 0.859987447295951, 2.11235838247518, 1.49719939435684, 1.93760464362295, 0, 0.667892218311096, 0.476245787218478, 0.191646431092617, 54.4052727272718, 53.5702365591401, 53.1745714285716, 53.2528284253219
6/6/2017, 54.23, 54.23, 53.92, 53.99, 7501231, 0.847512960446836, 2.40554751007181, 1.3045486467507, 1.75223743505642, 0, 0.667474967459512, 0.514491623266685, 0.152983344192827, 54.38109090909, 53.7680860215056, 53.2319755799758, 53.3244496365525
6/7/2017, 53.99, 54.3, 53.9, 54.17, 7881330, 0.839382748713281, 2.50773774831871, 1.55145306794377, 1.7916620169765, 0, 0.673900483544912, 0.546373395322331, 0.127527088222582, 54.3674545454536, 53.9712688172046, 53.2929304029306, 53.400142711519
6/8/2017, 54.06, 54.1, 53.39, 53.72, 13292648, 0.876692020158387, 2.09623913963516, 1.25101246573903, 1.66308161658277, 0, 0.635357506306462, 0.564170217519157, 0.0711872887873054, 54.1765454545445, 54.09223655914, 53.3308693528695, 53.4569357798166
6/9/2017, 53.55, 53.71, 53.29, 53.67, 13938193, 0.873692948700635, 1.88969282201153, 1.31302392250551, 1.49179552562156, 0, 0.593930871646066, 0.570122348344539, 0.0238085233015271, 54.0134545454536, 54.2062795698927, 53.3794139194141, 53.5099410319411
6/12/2017, 53.74, 53.96, 53.27, 53.57, 12821145, 0.895959408790833, 1.57043477626645, 1.55231731775605, 1.48082967523592, 0, 0.546728455639823, 0.565443569803596, -0.0187151141637729, 53.8010909090899, 54.2798709677422, 53.4014090354092, 53.5575321750323
6/13/2017, 53.51, 53.74, 53.38, 53.7, 8914879, 0.882620451629026, 1.70009184657207, 1.50910420290768, 1.68273083582763, 0, 0.513886352436757, 0.555132126330228, -0.0412457738934713, 53.6583636363626, 54.3372258064518, 53.4365811965814, 53.6080293931733
6/14/2017, 54.04, 54.28, 53.82, 53.99, 15832103, 0.887699246894883, 2.447783714216, 1.67628382171656, 1.7365624571369, 0, 0.505433008304017, 0.545192302724986, -0.0397592944209686, 53.6627272727262, 54.4204731182798, 53.4822026862029, 53.6669073125292
6/15/2017, 53.84, 54.36, 53.84, 54.3, 15549451, 0.886381919389724, 2.61074297168502, 1.74526839228621, 1.91892088505288, 0, 0.517779442293424, 0.539709730638673, -0.0219302883452492, 53.841999999999, 54.5146666666669, 53.5354236874239, 53.7345308924486
6/16/2017, 54.02, 54.22, 53.92, 54.11, 17695762, 0.880133271330971, 2.30126127263104, 1.45233025572318, 1.86006028401599, 0, 0.506395258754708, 0.53304683626188, -0.0266515775071724, 53.9632727272717, 54.5772043010755, 53.578976800977, 53.7933943028487
6/19/2017, 54.16, 54.19, 53.74, 53.93, 17822337, 0.880638063158407, 1.89070497831431, 1.4215285225566, 1.80127195211059, 0, 0.477346166138858, 0.521906702237276, -0.0445605360984178, 53.9976363636354, 54.6184086021508, 53.6215262515265, 53.8441732979665
6/20/2017, 53.99, 54.03, 53.86, 53.96, 7588505, 0.851893443454897, 1.73449614355234, 1.59847244420113, 1.80364274892508, 0, 0.451540225586392, 0.507833406907099, -0.0562931813207073, 54.0281818181808, 54.6478924731185, 53.6527350427353, 53.894263363755
6/21/2017, 53.95, 54.04, 53.36, 53.64, 10076574, 0.877512335913217, 1.84071256561296, 1.31668592813123, 1.69969367645869, 0, 0.400649073010122, 0.486396540127704, -0.0857474671175817, 53.9858181818172, 54.5969247311831, 53.6731965811968, 53.9319755020654
6/22/2017, 53.56, 53.76, 53.35, 53.39, 7931165, 0.875936947246033, 1.45159381091038, 1.1643496108084, 1.60406367734115, 0, 0.336268266028597, 0.456370885307882, -0.120102619279285, 53.795999999999, 54.5046666666669, 53.6848766788769, 53.9600966386556
6/23/2017, 53.4, 53.6, 53.1, 53.21, 8643119, 0.881938732057741, 1.12791900639786, 0.839503251475419, 1.33414728984545, 0, 0.267636371487193, 0.418623982543744, -0.150987611056552, 53.551999999999, 54.3814623655916, 53.677860805861, 53.981287878788
6/26/2017, 53.33, 53.87, 53.14, 53.57, 10355006, 0.900346498714817, 1.22722504892188, 1.14608281619039, 1.80734761810996, 0, 0.239532905718434, 0.382805767178682, -0.143272861460248, 53.4374545454535, 54.3094408602153, 53.680954822955, 54.013437203631
6/27/2017, 53.33, 53.48, 52.82, 52.97, 10478793, 0.935812419092791, 0.347684233030325, 0.617169443105261, 1.42014402588746, 0, 0.166921553270328, 0.339628924397012, -0.172707371126684, 53.1416363636353, 54.1640860215056, 53.6653992673995, 54.0250539784087
6/28/2017, 53.13, 53.25, 52.41, 52.46, 9288817, 0.977725593735758, -0.136881121756628, 0.252362607182991, 1.21508488429398, 0, 0.0674463164147454, 0.285192402800558, -0.217746086385813, 52.7674545454535, 53.9221075268819, 53.6257045177047, 54.0197744558092
6/29/2017, 52.15, 52.22, 51.84, 52.04, 20595651, 0.995905273155438, -0.642956409722307, 0.219873448318254, 1.1039150894224, 0, -0.0447630152118847, 0.21920131919807, -0.263964334409954, 52.3936363636353, 53.6297634408604, 53.5770891330893, 54.0010761290324
6/30/2017, 52.1, 52.38, 51.96, 51.96, 15112943, 0.987982388265176, -1.06147626590946, 0.287554179088346, 1.0369598009116, 0, -0.138547955771635, 0.147651464204129, -0.286199419975764, 52.0774545454535, 53.3370752688174, 53.5282148962151, 53.9801904761906
7/3/2017, 52.04, 52.18, 51.65, 51.72, 12704710, 0.994176075977293, -1.2331085651518, 0.0120386532231614, 0.802621216120744, 0, -0.229592590617351, 0.0722026532398328, -0.301795243857184, 51.7596363636353, 53.0267526881723, 53.4791892551894, 53.9521784776904
7/5/2017, 51.89, 51.89, 51.33, 51.47, 14002597, 1.00345535879286, -1.5572316108146, -0.275283431611516, 0.870901337889998, 0, -0.31825043739827, -0.00588796488778763, -0.312362472510482, 51.4819999999989, 52.7170322580647, 53.4356874236876, 53.9169820374017
7/6/2017, 51.26, 51.51, 51.26, 51.45, 14058002, 0.977948589916714, -1.83336616856978, -0.248045654814945, 0.760606556851183, 0, -0.38568036935029, -0.081846445780288, -0.303833923570002, 51.2692727272716, 52.4209462365593, 53.384954822955, 53.8819585755815
7/7/2017, 51.44, 51.74, 51.39, 51.49, 13262983, 0.96231660912127, -2.22871879607679, -0.138141758999383, 0.692832103728487, 0, -0.430923987040899, -0.15166195403241, -0.279262033008489, 51.139818181817, 52.1578064516131, 53.3463052503054, 53.8489445438284
7/10/2017, 51.64, 51.76, 51.41, 51.45, 16313813, 0.948925133012079, -2.32920265728702, -0.261552442739409, 0.810701418364364, 0, -0.464651334382076, -0.214259830102343, -0.250391504279732, 51.0641818181807, 51.9278064516131, 53.2958901098903, 53.8154409864945
7/11/2017, 51.53, 51.53, 51.17, 51.42, 9055879, 0.93701066100346, -2.21528201564367, -0.140848893191902, 0.843656656283825, 0, -0.488173884756137, -0.269042641033102, -0.219131243723035, 51.1461818181807, 51.7065806451615, 53.2522832722835, 53.7817696044415
7/12/2017, 51.87, 52.01, 51.77, 51.86, 12142987, 0.939491588495141, -1.58892510117698, 0.278516674152438, 0.822014915872456, 0, -0.465940283086177, -0.308422169443717, -0.15751811364246, 51.3774545454534, 51.5652903225809, 53.2245445665448, 53.7620209614947
7/13/2017, 51.83, 51.97, 51.64, 51.68, 6920975, 0.927552865526124, -1.89420641670934, 0.144805483580437, 0.749653758945168, 0, -0.457569908181377, -0.338251717191249, -0.119318190990128, 51.5050909090898, 51.4301935483873, 53.1864664224666, 53.7372932330828
7/14/2017, 52.02, 52.16, 51.86, 51.92, 12607547, 0.923326954658524, -1.37550987850342, 0.376152624472203, 0.656861540679393, 0, -0.426652151111455, -0.35593180397529, -0.0707203471361647, 51.6741818181807, 51.3648172043013, 53.1580219780222, 53.720152570481
7/17/2017, 51.95, 52.16, 51.84, 52.16, 7668995, 0.903799438488823, -1.11786818382108, 0.406403837312283, 0.664037841205175, 0, -0.378421405246279, -0.360429724229488, -0.0179916810167909, 51.9167272727261, 51.3487311827959, 53.1232356532359, 53.7103507625273
7/18/2017, 52.28, 52.37, 52.14, 52.31, 7890497, 0.87813171049509, -0.919552729928018, 0.336334254511182, 0.541266602456981, 0, -0.324355477229439, -0.353214874829478, 0.0288593976000392, 52.1521818181807, 51.3540215053765, 53.0914554334557, 53.7050311292401
7/19/2017, 52.4, 52.55, 52.25, 52.53, 10669353, 0.859286432271049, -0.840206160548917, 0.464806894177709, 0.358801053196302, 0, -0.260749915652383, -0.334721882994059, 0.073971967341676, 52.3814545454534, 51.3908387096776, 53.0773284493287, 53.7060710885434
7/20/2017, 52.67, 52.92, 52.54, 52.91, 8462529, 0.84731431625096, -0.754462556732113, 0.884777316552045, 0.593437654718654, 0, -0.177631599138707, -0.303303826222988, 0.125672227084282, 52.6801818181807, 51.4972903225809, 53.0819951159953, 53.7178542383486
7/21/2017, 52.92, 53.29, 52.74, 53.29, 9265195, 0.850813106571522, -0.68944008623257, 1.02826940746554, 0.56010312405229, 0, -0.0801727289454988, -0.258677606767491, 0.178504877821992, 53.0385454545443, 51.6300860215056, 53.1008424908427, 53.7400369989723
7/24/2017, 53.32, 53.32, 52.71, 52.79, 10534756, 0.873704090296203, -0.870516955782388, 0.699083313604618, 0.550073664723081, 0, -0.0427884548175399, -0.2154997763775, 0.172711321559961, 53.1179999999989, 51.6988817204303, 53.1144224664227, 53.7474133738603
7/25/2017, 52.68, 52.83, 52.43, 52.49, 10568057, 0.8728652501505, -0.945032966954621, 0.41109243782898, 0.313738758143104, 0, -0.0369427875683712, -0.179788378615675, 0.142845591047303, 53.0147272727262, 51.7286236559142, 53.1015555555559, 53.7460663270404
7/26/2017, 52.48, 52.99, 52.4, 52.99, 8631220, 0.877068543713526, -0.588860252303578, 0.539677015556623, 0.53947762947517, 0, 0.00794419147378278, -0.142241864597783, 0.150186056071566, 53.1138181818171, 51.8374408602153, 53.1079023199026, 53.7585698808235
7/27/2017, 52.84, 53.12, 52.78, 53.12, 9586920, 0.863179010256226, -0.313176071167678, 0.812439612131877, 0.619495793033138, 0, 0.0533918908204996, -0.103115113514127, 0.156507004334626, 53.1601818181807, 51.9866666666669, 53.1113089133092, 53.7742511655013
7/28/2017, 53.04, 53.19, 52.79, 53.04, 9638979, 0.858964283061278, -0.209012104328181, 0.704414128749889, 0.602451939154639, 0, 0.0820088416953269, -0.0660903224722359, 0.148099164167563, 53.1483636363626, 52.1520215053766, 53.1253699633703, 53.7872394636017
7/31/2017, 52.98, 53.34, 52.9, 53.22, 11861324, 0.854593992763843, 0.0211123605893095, 0.702186665808782, 0.960220055022442, 0, 0.117853930367119, -0.029301471904365, 0.147155402271484, 53.1856363636353, 52.3356774193551, 53.1518070818074, 53.8047170524328
8/1/2017, 53.3, 53.62, 53.25, 53.52, 10823091, 0.844682692080477, -0.0173889067375504, 0.745934823333662, 1.10387060027625, 0, 0.168526248496093, 0.0102640721757266, 0.158262176320366, 53.2987272727262, 52.5511397849465, 53.1868058608061, 53.8298015096451
8/2/2017, 53.41, 53.76, 53.09, 53.75, 8015869, 0.861340405509577, 0.552640188474902, 0.642077867228271, 1.03690535478078, 0, 0.224653833941922, 0.0531420245289656, 0.171511809412956, 53.4692727272717, 52.8004301075271, 53.2347472527475, 53.8603769075199
8/3/2017, 53.82, 54.02, 53.58, 54.02, 10464730, 0.854909190232002, 1.16974020219353, 0.702042233700207, 1.07357990758051, 0, 0.287606741810393, 0.100034967985251, 0.187571773825142, 53.7425454545444, 53.0640000000003, 53.288683760684, 53.8973480863415
8/4/2017, 53.74, 53.9, 53.49, 53.78, 17465441, 0.865062936658909, 1.3683983517334, 0.42895270368013, 1.00403641955739, 0, 0.31450595177219, 0.142929164742639, 0.171576787029551, 53.9483636363626, 53.2780000000003, 53.3295335775338, 53.9269691275169
8/7/2017, 53.84, 53.97, 53.7, 53.95, 5161451, 0.84424338270325, 1.56968131570414, 0.3008264339031, 0.795132361667776, 0, 0.345557971522631, 0.183454926098637, 0.162103045423993, 54.0861818181808, 53.4990537634411, 53.3731428571431, 53.9602834437087
8/8/2017, 53.9, 54.17, 53.83, 54.17, 7568674, 0.830156617537351, 1.98887690821396, 0.411048232993404, 1.11737021772707, 0, 0.383498351993516, 0.223463611277613, 0.160034740715903, 54.1767272727262, 53.7672473118282, 53.4156923076926, 53.9984933774836
8/9/2017, 54.26, 54.4, 53.85, 53.89, 8852236, 0.843776299376478, 1.96635366330169, 0.180545006603085, 1.03876734726081, 0, 0.386517187382452, 0.256074326498581, 0.130442860883871, 54.1789090909081, 53.956043010753, 53.4482051282054, 54.0284262125904
8/10/2017, 53.81, 54.16, 53.69, 54.06, 9614750, 0.842536987323871, 2.12427879671364, 0.129931662983628, 1.24150927076295, 0, 0.398038871093071, 0.284467235417479, 0.113571635675592, 54.2167272727262, 54.1264731182799, 53.4860366300369, 54.0619735166795
8/11/2017, 53.94, 54.05, 53.55, 53.74, 9336334, 0.852626945626946, 1.74682847709151, -0.22672692549777, 0.865157249728336, 0, 0.377002710227117, 0.302974330379407, 0.0740283798477105, 54.0767272727262, 54.2179784946239, 53.5114139194142, 54.0864264767492
8/14/2017, 53.75, 54.08, 53.74, 54.05, 11827815, 0.836802284090517, 1.99833422342097, -0.0971119986114083, 0.882658536343494, 0, 0.380954405158604, 0.318570345335246, 0.0623840598233583, 54.0416363636353, 54.3325161290325, 53.5551159951163, 54.1181488833748
8/15/2017, 53.68, 54.39, 53.65, 54.35, 9582262, 0.858651431137771, 2.23685487184149, 0.138016204057725, 1.0588680844245, 0, 0.40364072563019, 0.335584421394235, 0.068056304235955, 54.1249090909081, 54.4556344086025, 53.607357753358, 54.1566789155644
8/16/2017, 54.26, 54.6, 54.26, 54.57, 7131761, 0.843582921352775, 2.1210331242122, 0.30611668847895, 1.06601303709322, 0, 0.434364871576527, 0.355340511430693, 0.0790243601458336, 54.284909090908, 54.5730322580648, 53.6623272283275, 54.1998040796583
8/17/2017, 54.45, 54.63, 54.14, 54.18, 8956452, 0.852392100725543, 1.8845343271112, 0.0237752847910395, 0.989587256908217, 0, 0.422375357755833, 0.368747480695721, 0.0536278770601114, 54.3194545454536, 54.6196129032261, 53.699926739927, 54.2320969668021
8/18/2017, 54, 54.76, 54, 54.5, 14848784, 0.874742638833843, 1.92182672820813, 0.405975939256146, 1.12016344596492, 0, 0.433695535158364, 0.38173709158825, 0.0519584435701141, 54.4078181818172, 54.6918494623659, 53.7490989010992, 54.2715558176101
8/21/2017, 54.66, 54.79, 54.45, 54.7, 5655972, 0.859045706135689, 1.89052482520442, 0.527789742140604, 1.25061573539025, 0, 0.453576636711247, 0.396105000612849, 0.0574716360983979, 54.559999999999, 54.7673763440864, 53.8132380952384, 54.3150085403728
8/22/2017, 54.73, 54.83, 54.54, 54.82, 8150270, 0.840757207576451, 1.8648677913167, 0.636921245344565, 1.47500697916757, 0, 0.473556683378476, 0.411595337165975, 0.0619613462125012, 54.7567272727262, 54.8351612903229, 53.8767570207573, 54.3603749712446
8/23/2017, 54.8, 55.02, 54.62, 55, 7046459, 0.832468992970437, 1.83340129533683, 0.658919081766336, 1.46311557512306, 0, 0.498172883093496, 0.428910846351479, 0.0692620367420166, 54.9241818181808, 54.9331827956993, 53.9509548229551, 54.4090699083543
8/24/2017, 54.97, 55.09, 54.86, 54.96, 7017355, 0.81234543090803, 1.54866795712867, 0.499143943917279, 1.45170228433639, 0, 0.508591012407628, 0.444846879562709, 0.0637441328449191, 55.0512727272717, 54.9938709677423, 54.0238070818074, 54.4556524016161
8/25/2017, 55.09, 55.34, 54.96, 55.14, 7861816, 0.803666660111899, 1.42558390954622, 0.435852157295494, 1.45469370668358, 0, 0.52531642982003, 0.460940789614173, 0.0643756402058573, 55.1274545454535, 55.0722365591401, 54.0943809523812, 54.5054966740577
8/28/2017, 55.33, 55.33, 54.98, 55.24, 7872678, 0.793781148744417, 2.12076721539629, 0.58308956474752, 1.38247033169273, 0, 0.540411085287637, 0.476834848748866, 0.0635762365387712, 55.2238181818171, 55.1585161290326, 54.1623394383397, 54.5565921869296
8/29/2017, 55.33, 55.42, 55.11, 55.12, 7930279, 0.783854265671436, 2.3919289391322, 0.616317391983404, 1.39015485935976, 0, 0.536506201847303, 0.488769119368553, 0.0477370824787492, 55.2738181818171, 55.2196989247315, 54.2280683760686, 54.6036512517135
8/30/2017, 55.09, 55.14, 54.88, 54.96, 5751081, 0.770482983399182, 1.87733680845349, 0.519419222173186, 1.42201844605785, 0, 0.514569256680694, 0.493929146830982, 0.0206401098497128, 55.2705454545444, 55.2571182795702, 54.2903199023202, 54.6458319076134
8/31/2017, 55.01, 55.12, 54.93, 54.97, 10469469, 0.749107832076371, 1.76010952799482, 0.696771756447585, 1.38955193741724, 0, 0.49231587506376, 0.493606492477537, -0.00129061741377745, 55.1714545454534, 55.3054623655917, 54.3492844932847, 54.6872752888138
9/1/2017, 55.05, 55.14, 54.64, 54.8, 11268708, 0.75948055935723, 1.65425535969771, 0.74416153184722, 1.32936358438319, 0, 0.455709198582539, 0.486027033698538, -0.0303178351159982, 55.0345454545443, 55.3442795698928, 54.3950354090357, 54.7237779324748
9/5/2017, 54.9, 54.98, 54.63, 54.94, 9040406, 0.751520894068754, 1.61780125362979, 0.913432273789217, 1.24021314617623, 0, 0.433003577993745, 0.475422342557579, -0.0424187645638344, 54.9696363636353, 55.3577849462369, 54.4486862026865, 54.7626996904026
9/6/2017, 55, 55.09, 54.59, 54.69, 11428672, 0.762920644068943, 1.08814331405425, 0.599824382095619, 1.21044537418914, 0, 0.390336740461279, 0.458405222138319, -0.0680684816770398, 54.8292727272717, 55.3056989247316, 54.4836630036633, 54.7949340405278
9/7/2017, 54.74, 55.16, 54.69, 55.1, 12351732, 0.762031279907876, 1.2011412818464, 1.16906247736463, 1.2652060861187, 0, 0.385166577261082, 0.443757493162872, -0.0585909159017902, 54.8736363636353, 55.3247741935488, 54.5274822954826, 54.8358704126899
9/8/2017, 55.02, 55.4, 54.92, 55.36, 9019928, 0.763882358142662, 1.18976621341408, 1.65858778342671, 1.31133487429467, 0, 0.39746725763402, 0.434499446057101, -0.0370321884230816, 54.9943636363625, 55.3718924731187, 54.5812820512824, 54.8818457245366
9/11/2017, 55.26, 55.9, 55.25, 55.83, 10091614, 0.777791527484128, 1.77127803752164, 2.19611440642994, 1.63013674209411, 0, 0.440067878921823, 0.435613132630046, 0.00445474629177756, 55.2916363636352, 55.4588602150542, 54.6487619047623, 54.9375165845649
9/12/2017, 55.79, 55.79, 54.6, 54.9, 18895311, 0.863440727330909, 0.645765441088686, 1.51460673676158, 1.28939219290091, 0, 0.394241381310607, 0.427338782366158, -0.0330974010555509, 55.2499999999989, 55.4218279569897, 54.6762490842494, 54.9709077922079
9/13/2017, 54.85, 54.89, 54.59, 54.63, 10729070, 0.85269542621167, 0.316688353461137, 1.50452872883059, 1.09189470160933, 0, 0.332306189378045, 0.408332263768535, -0.0760260743904907, 55.1096363636353, 55.3596989247316, 54.6956288156292, 54.9974576271187
9/14/2017, 54.6, 55.12, 54.44, 55.09, 10195378, 0.865013860541774, 0.789390968082214, 1.8541996416443, 1.14573522000647, 0, 0.316689657927995, 0.390003742600427, -0.0733140846724324, 55.122909090908, 55.3641075268822, 54.7325470085474, 55.0336970735734
9/15/2017, 54.83, 54.91, 54.5, 54.75, 8515142, 0.880747632847197, 0.449904976576411, 1.66616776864565, 1.04397539123657, 0, 0.273722977641739, 0.36674758960869, -0.0930246119669504, 55.0136363636353, 55.3347311827962, 54.7436825396829, 55.0615560856193
9/18/2017, 54.71, 54.75, 53.83, 54.19, 15803499, 0.930243333704832, 0.289799112589748, 1.3163498844831, 0.889717316803837, 0, 0.192267909296191, 0.33185165354619, -0.139583744249999, 54.688909090908, 55.2135913978499, 54.7296117216121, 55.0763687150839
9/19/2017, 54.28, 54.32, 54, 54.08, 15779995, 0.915114495946591, 0.0335517378436501, 1.28207084792231, 0.786125224314721, 0, 0.117483819745743, 0.288978086786101, -0.171494267040358, 54.3874545454534, 55.0871827956994, 54.7102515262519, 55.0883763044814
9/20/2017, 54.17, 54.29, 53.47, 53.68, 19747006, 0.952215393885097, -0.394824686888254, 1.08649762738659, 0.732894074541524, 0, 0.0256446177361767, 0.236311392976116, -0.210666775239939, 53.9447272727262, 54.9238494623661, 54.6770573870578, 55.0912925748286
9/21/2017, 53.73, 54.02, 53.6, 53.67, 10712328, 0.94390117806157, -0.54109032251306, 0.886154078162224, 0.848178164663385, 0, -0.0473991401657514, 0.179569286347743, -0.226968426513494, 53.6356363636353, 54.7437419354844, 54.6468864468868, 55.0938425508918
9/22/2017, 53.82, 53.89, 53.23, 53.23, 11241874, 0.966113421289428, -0.57157059656817, 0.752255466616043, 0.662287527161885, 0, -0.139186709574211, 0.115818087163352, -0.255004796737563, 53.3045454545444, 54.5205591397855, 54.5877777777782, 55.0867135899264
9/25/2017, 53.31, 53.78, 53.22, 53.72, 11723269, 0.961558200753434, -0.448973045545582, 0.850422172429249, 0.890050023245216, 0, -0.17042555501304, 0.0585693587280734, -0.228994913741113, 53.352909090908, 54.3435698924736, 54.551760683761, 55.0901950646299
9/26/2017, 53.7, 53.81, 53.52, 53.62, 10011103, 0.942226057762975, -0.633009348852978, 0.694593353997512, 0.791293403706526, 0, -0.200935470328211, 0.00666839291681646, -0.207603863245028, 53.2958181818171, 54.1746881720435, 54.5138925518929, 55.0913775065388
9/27/2017, 53.25, 53.46, 52.64, 52.9, 12350842, 0.999925390479927, -1.06430967858097, 0.281481549234329, 0.430434820273459, 0, -0.279985284659723, -0.0506623425984915, -0.229322942061232, 53.0058181818171, 53.9372258064521, 54.447721611722, 55.0770904490829
9/28/2017, 52.71, 53.23, 52.57, 53.09, 14182498, 1.00868808624164, -1.05351527876161, 0.267580760479982, 0.501174245007136, 0, -0.323571489225323, -0.105244171923858, -0.218327317301465, 52.967818181817, 53.7478924731188, 54.3992551892556, 55.0670144498806
9/29/2017, 53.11, 53.27, 52.86, 53.05, 12127097, 0.997619000445624, -1.05432447228468, 0.0834415397566646, 0.62551687343157, 0, -0.357223683808336, -0.155640074300753, -0.201583609507582, 52.9570909090898, 53.537032258065, 54.3517411477415, 55.0561955420467
10/2/2017, 53.02, 53.39, 52.96, 53.14, 16614279, 0.98659208835074, -1.10844836731311, -0.0461312007688344, 0.627982758342287, 0, -0.372338950973855, -0.198979849635374, -0.173359101338482, 52.9581818181807, 53.3662150537639, 54.3145494505499, 55.0473817878029
10/3/2017, 53.17, 53.18, 52.66, 52.99, 9557477, 0.988981475678626, -1.25536764775421, 0.112790556373195, 0.551293403389769, 0, -0.39190402979613, -0.237564685667525, -0.154339344128605, 52.9427272727261, 53.1984731182801, 54.2802319902324, 55.0355139156793
10/4/2017, 53.02, 53.54, 52.86, 53.52, 12140499, 0.993756016001493, -0.833675451789698, 0.48678092177521, 0.636896151991624, 0, -0.360487450186277, -0.262149238571275, -0.0983382116150013, 53.0898181818171, 53.1170107526887, 54.2693821733825, 55.0347938481676
10/5/2017, 53.5, 53.58, 53.23, 53.47, 12639232, 0.977679649851878, -0.777801356434094, 0.241947124254631, 0.545268864475649, 0, -0.335753805760483, -0.276870152009117, -0.0588836537513658, 53.2263636363625, 53.04959139785, 54.260036630037, 55.0329733376512
10/6/2017, 53.22, 53.45, 53.02, 53.43, 10418156, 0.971602177310516, -0.80522988299759, 0.16351982289715, 0.669257156705835, 0, -0.315740223309959, -0.284644166269285, -0.0310960570406735, 53.2719999999988, 52.9843010752693, 54.2550158730162, 55.0302841728541
10/9/2017, 53.53, 53.63, 53.43, 53.5, 7340653, 0.940505964804035, -0.677380121614265, 0.232895992959944, 0.64773674788149, 0, -0.290877841352305, -0.285890901285889, -0.00498694006641587, 53.4289090909079, 52.9497634408607, 54.2617997558001, 55.0289976209358
10/10/2017, 53.63, 54.03, 53.46, 54.02, 8326790, 0.937638201798687, -0.451548853214372, 0.379516494356433, 0.75124860209413, 0, -0.226602438492584, -0.274033208727228, 0.0474307702346441, 53.7574545454533, 52.9984516129037, 54.293174603175, 55.038242281528
10/11/2017, 53.96, 54.52, 53.95, 54.25, 15469103, 0.939514375633306, -0.206093814402568, 0.347653278419616, 0.758096565354912, 0, -0.155314274559835, -0.25028942189375, 0.0949751473339147, 53.9996363636352, 53.0761935483876, 54.3310158730162, 55.0519051072206
10/12/2017, 54.31, 54.67, 54.22, 54.53, 13668313, 0.929217350709729, -0.274223292482036, 0.367674965634843, 0.700965878440185, 0, -0.0753555788910489, -0.21530265329321, 0.139947074402161, 54.3029090909079, 53.1844086021511, 54.3783272283276, 55.0708937086602
10/13/2017, 54.68, 54.77, 53.99, 54.15, 12712686, 0.960973426177127, -0.599784952810161, 0.0783815345189298, 0.52338233826069, 0, -0.0421645144338427, -0.180675025521336, 0.138510511087493, 54.3883636363624, 53.2478494623661, 54.4126324786329, 55.0818552357749
10/16/2017, 54.13, 54.25, 53.59, 54.03, 11246364, 0.976029529448766, -0.932623796729473, 0.132131091961321, 0.383415527974486, 0, -0.0252522614894914, -0.149590472714967, 0.124338211225476, 54.3903636363624, 53.2900215053769, 54.4317069597073, 55.0901572864322
10/17/2017, 54, 54.46, 53.85, 54.35, 9599609, 0.977886507862208, -0.305220505623111, 0.196993603813312, 0.345702126281116, 0, 0.0138129197232075, -0.116909794227332, 0.13072271395054, 54.4243636363624, 53.3870967741941, 54.4634310134314, 55.1045940298508
10/18/2017, 54.12, 54.36, 54.04, 54.25, 8691008, 0.960197698012819, -0.209103819224084, 0.0562326108256302, 0.312326718645868, 0.974318292590371, 0.0362849230126585, -0.0862708507793342, 0.122555773791993, 54.4556363636351, 53.4586236559145, 54.4880634920639, 55.1167331658539
10/19/2017, 54.35, 54.82, 54.29, 54.82, 10285925, 0.954691515164824, -0.139058264368602, 0.421675772596841, 0.437418161987794, 1.02472846687207, 0.0989477754700587, -0.0492271255294556, 0.148174900999514, 54.6339999999988, 53.6326451612909, 54.5400024420028, 55.139795151929
10/20/2017, 54.6, 54.97, 54.58, 54.86, 11231373, 0.941840674777049, 0.0800636562665087, 0.365738945163859, 0.362267356733128, 1.02226224518186, 0.150105876107965, -0.00936052520197152, 0.159466401309936, 54.7445454545442, 53.8308817204307, 54.5993137973142, 55.1631729933353
10/23/2017, 54.85, 55, 54.66, 54.89, 10611019, 0.925230651254426, 0.453070167246102, 0.52302363595304, 0.248220335464974, 1.00165032062071, 0.190869563204814, 0.0306854924793855, 0.160184070725428, 54.8014545454533, 54.0674838709683, 54.6661880341884, 55.1866652319465
10/24/2017, 54.8, 55, 54.67, 54.94, 11335695, 0.908201946213828, 0.555694371572852, 0.411225387574432, 0.244723580281851, 1.13287173987543, 0.224620377161543, 0.069472469415817, 0.155147907745726, 54.9038181818169, 54.2544946236565, 54.7305934065938, 55.210656878996
10/25/2017, 54.71, 54.81, 54.05, 54.7, 18331253, 0.947930240927574, 0.675553878119666, 0.174594166889867, 0.222200006504871, 1.12142921726165, 0.229358247046036, 0.101449624941861, 0.127908622104176, 54.9190909090896, 54.3927956989253, 54.7798998779003, 55.2295469255664
